divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,2,2,0,1	0.009	0.0156312382017	0:0.01456917012[&age_median=0.01456917012,age_mean=0.0153992562644,age_n=9,age_range={0.01027299804,0.02130235197},age_hpdi_95={0.01027299804,0.02130235197},age_qi_95={0.01054343364,0.021051508674}],1:0.00277898877[&age_median=0.00277898877,age_mean=0.00546013065111,age_n=9,age_range={0.0012156799,0.01587542171},age_hpdi_95={0.0012156799,0.01587542171},age_qi_95={0.001314468142,0.015329203924}],2:0.00363442734[&age_median=0.00363442734,age_mean=0.00474251214667,age_n=9,age_range={0.00029706912,0.01247693643},age_hpdi_95={0.00029706912,0.01247693643},age_qi_95={0.00039855353,0.011794550242}]
0,1,0,1,2,3	0.009	0.0125283676994	0:0.01048332066[&age_median=0.01048332066,age_mean=0.0107757203367,age_n=9,age_range={0.00411337058,0.01983590587},age_hpdi_95={0.00411337058,0.01983590587},age_qi_95={0.004272947318,0.01891107546}],1:0.00133942645[&age_median=0.00133942645,age_mean=0.00186968791,age_n=9,age_range={6.992642e-05,0.00496630265},age_hpdi_95={6.992642e-05,0.00496630265},age_qi_95={0.000181007212,0.004765066084}],2:0.01457146121[&age_median=0.01457146121,age_mean=0.0166069613467,age_n=9,age_range={0.00990305793,0.02866299661},age_hpdi_95={0.00990305793,0.02866299661},age_qi_95={0.010238512282,0.026938967678}],3:0.00997901104[&age_median=0.00997901104,age_mean=0.00904510897333,age_n=9,age_range={0.00024388942,0.0141824391},age_hpdi_95={0.00024388942,0.0141824391},age_qi_95={0.001493306706,0.013774323522}]
0,1,1,1,2,0	0.009	0.0144110660685	0:0.01494598638[&age_median=0.01494598638,age_mean=0.0160168381022,age_n=9,age_range={0.00756422989,0.02288622317},age_hpdi_95={0.00756422989,0.02288622317},age_qi_95={0.008088178136,0.022749074532}],1:0.00185231973[&age_median=0.00185231973,age_mean=0.00231573958889,age_n=9,age_range={0.00015154978,0.00670062578},age_hpdi_95={0.00015154978,0.00670062578},age_qi_95={0.000213078718,0.006236264322}],2:0.0095037984[&age_median=0.0095037984,age_mean=0.00925796074444,age_n=9,age_range={0.00014592753,0.01987686436},age_hpdi_95={0.00014592753,0.01987686436},age_qi_95={0.000391455564,0.019525356614}]
0,1,1,2,3,1	0.009	0.0114802482785	0:0.01543949294[&age_median=0.01543949294,age_mean=0.0137322621222,age_n=9,age_range={0.00727469232,0.02020426496},age_hpdi_95={0.00727469232,0.02020426496},age_qi_95={0.007541185484,0.01940722236}],1:0.00586657387[&age_median=0.00586657387,age_mean=0.00580198243556,age_n=9,age_range={0.00101478803,0.01193847975},age_hpdi_95={0.00101478803,0.01193847975},age_qi_95={0.001050591428,0.01189422362}],2:0.00338810459[&age_median=0.00338810459,age_mean=0.00338053924,age_n=9,age_range={0.00085816962,0.00709963648},age_hpdi_95={0.00085816962,0.00709963648},age_qi_95={0.000928677766,0.006726993736}],3:0.01630322073[&age_median=0.01630322073,age_mean=0.01476855936,age_n=9,age_range={0.00144588518,0.02909956004},age_hpdi_95={0.00144588518,0.02909956004},age_qi_95={0.002820455724,0.026832385166}]
0,1,0,2,3,1	0.008	0.0131431425129	0:0.00485683173[&age_median=0.00485683173,age_mean=0.00726582129125,age_n=8,age_range={0.00284079437,0.01561508085},age_hpdi_95={0.00284079437,0.01561508085},age_qi_95={0.00300109329725,0.0149079666887}],1:0.00446526171[&age_median=0.00446526171,age_mean=0.0045284915525,age_n=8,age_range={0.00049587293,0.00874432726},age_hpdi_95={0.00049587293,0.00874432726},age_qi_95={0.00077246961925,0.00843938720675}],2:0.00209441512[&age_median=0.00209441512,age_mean=0.00292171892875,age_n=8,age_range={0.00133085927,0.00503656783},age_hpdi_95={0.00133085927,0.00503656783},age_qi_95={0.00135738439625,0.00502307253875}],3:0.01791752219[&age_median=0.01791752219,age_mean=0.0174156576012,age_n=8,age_range={0.00582881865,0.02926005062},age_hpdi_95={0.00582881865,0.02926005062},age_qi_95={0.006642435006,0.0285911011972}]
0,1,2,3,4,1	0.008	0.0124705548202	0:0.02228421315[&age_median=0.02228421315,age_mean=0.0235409062338,age_n=8,age_range={0.01403081434,0.03498155192},age_hpdi_95={0.01403081434,0.03498155192},age_qi_95={0.0144735286522,0.0344810481768}],1:0.00417184162[&age_median=0.00417184162,age_mean=0.00409719286625,age_n=8,age_range={2.492056e-05,0.00906880718},age_hpdi_95={2.492056e-05,0.00906880718},age_qi_95={0.00018450418175,0.008530487146}],2:0.006260189065[&age_median=0.006260189065,age_mean=0.00762854071,age_n=8,age_range={0.00068490143,0.02337141609},age_hpdi_95={0.00068490143,0.02337141609},age_qi_95={0.00093054339825,0.020861532357}],3:0.003590833205[&age_median=0.003590833205,age_mean=0.00400842968375,age_n=8,age_range={0.001785525,0.00832755561},age_hpdi_95={0.001785525,0.00832755561},age_qi_95={0.00198115890175,0.007688679722}],4:0.01899988635[&age_median=0.01899988635,age_mean=0.0178359099,age_n=8,age_range={0.00335855519,0.02784378829},age_hpdi_95={0.00335855519,0.02784378829},age_qi_95={0.00491362519425,0.0269934905305}]
0,1,2,3,4,0	0.008	0.00990362338716	0:0.00997567113[&age_median=0.00997567113,age_mean=0.0123279218825,age_n=8,age_range={0.00402726876,0.02660584168},age_hpdi_95={0.00402726876,0.02660584168},age_qi_95={0.00406461311775,0.025455921146}],1:0.005232248685[&age_median=0.005232248685,age_mean=0.00456529956,age_n=8,age_range={0.00065217179,0.01068321347},age_hpdi_95={0.00065217179,0.01068321347},age_qi_95={0.0007520321485,0.00991608291175}],2:0.006011491525[&age_median=0.006011491525,age_mean=0.00552030295625,age_n=8,age_range={0.00092210268,0.00827595848},age_hpdi_95={0.00092210268,0.00827595848},age_qi_95={0.00139061418675,0.00824404127475}],3:0.00281486435[&age_median=0.00281486435,age_mean=0.0030330357275,age_n=8,age_range={0.00029669215,0.00543661201},age_hpdi_95={0.00029669215,0.00543661201},age_qi_95={0.00038303461775,0.005403507491}],4:0.01558119915[&age_median=0.01558119915,age_mean=0.0143876892563,age_n=8,age_range={0.00036919534,0.02627470444},age_hpdi_95={0.00036919534,0.02627470444},age_qi_95={0.00183446519325,0.0250902143972}]
0,1,2,3,0,3	0.008	0.0113415297668	0:0.015996140965[&age_median=0.015996140965,age_mean=0.0154596831325,age_n=8,age_range={0.00534859746,0.02541879231},age_hpdi_95={0.00534859746,0.02541879231},age_qi_95={0.0064287946025,0.0243712550815}],1:0.00348413127[&age_median=0.00348413127,age_mean=0.0046283105625,age_n=8,age_range={4.173951e-05,0.01293220936},age_hpdi_95={4.173951e-05,0.01293220936},age_qi_95={4.468931e-05,0.0124363313638}],2:0.004512901575[&age_median=0.004512901575,age_mean=0.00540169190125,age_n=8,age_range={0.00024236853,0.01351280155},age_hpdi_95={0.00024236853,0.01351280155},age_qi_95={0.00048577068375,0.0129499619878}],3:0.00432902837[&age_median=0.00432902837,age_mean=0.00416943332125,age_n=8,age_range={5.166399e-05,0.00870414257},age_hpdi_95={5.166399e-05,0.00870414257},age_qi_95={5.229614425e-05,0.00851889550275}]
0,1,1,2,0,2	0.008	0.009040942556	0:0.0158624124[&age_median=0.0158624124,age_mean=0.0167960634912,age_n=8,age_range={0.00901199753,0.02203857704},age_hpdi_95={0.00901199753,0.02203857704},age_qi_95={0.00988519157025,0.0219851999627}],1:0.002562855665[&age_median=0.002562855665,age_mean=0.004019047065,age_n=8,age_range={0.00022235709,0.01153141393},age_hpdi_95={0.00022235709,0.01153141393},age_qi_95={0.00040884966375,0.0107858394168}],2:0.00588659664[&age_median=0.00588659664,age_mean=0.00678563711625,age_n=8,age_range={0.00355751313,0.01217321534},age_hpdi_95={0.00355751313,0.01217321534},age_qi_95={0.003648139064,0.0117656953758}]
0,1,1,2,3,2	0.008	0.0104179600225	0:0.022147333915[&age_median=0.022147333915,age_mean=0.0263609131787,age_n=8,age_range={0.01979406113,0.04824674053},age_hpdi_95={0.01979406113,0.04824674053},age_qi_95={0.0199125028187,0.0452073413945}],1:0.00327700234[&age_median=0.00327700234,age_mean=0.0032397466625,age_n=8,age_range={0.00073184802,0.00650777547},age_hpdi_95={0.00073184802,0.00650777547},age_qi_95={0.00090399125,0.00614472356225}],2:0.006374214565[&age_median=0.006374214565,age_mean=0.00635122113375,age_n=8,age_range={0.00194226414,0.01047894003},age_hpdi_95={0.00194226414,0.01047894003},age_qi_95={0.00217467166325,0.0104292060275}],3:0.01584687576[&age_median=0.01584687576,age_mean=0.0147296458512,age_n=8,age_range={0.00402298688,0.02480688356},age_hpdi_95={0.00402298688,0.02480688356},age_qi_95={0.00457698779425,0.0245954121862}]
0,1,2,1,3,0	0.007	0.00837378876999	0:0.01305111963[&age_median=0.01305111963,age_mean=0.0130930579457,age_n=7,age_range={0.00660238848,0.0205109435},age_hpdi_95={0.00660238848,0.0205109435},age_qi_95={0.0069153971775,0.020021260073}],1:0.00196953766[&age_median=0.00196953766,age_mean=0.00299520327143,age_n=7,age_range={0.00103859632,0.00676137582},age_hpdi_95={0.00103859632,0.00676137582},age_qi_95={0.0010961627245,0.0063742886415}],2:0.00506327869[&age_median=0.00506327869,age_mean=0.00564681570857,age_n=7,age_range={0.00040043151,0.01157219249},age_hpdi_95={0.00040043151,0.01157219249},age_qi_95={0.0004287578745,0.011489581991}],3:0.01351904618[&age_median=0.01351904618,age_mean=0.0131332220143,age_n=7,age_range={0.00553068117,0.02064877531},age_hpdi_95={0.00553068117,0.02064877531},age_qi_95={0.0060290723895,0.0201071872255}]
0,1,2,1,3,1	0.007	0.00974565311464	0:0.02142782283[&age_median=0.02142782283,age_mean=0.0217694637486,age_n=7,age_range={0.01096659807,0.03530896466},age_hpdi_95={0.01096659807,0.03530896466},age_qi_95={0.0119152576305,0.0339262401215}],1:0.00245612264[&age_median=0.00245612264,age_mean=0.00277590939571,age_n=7,age_range={1.379441e-05,0.00734054938},age_hpdi_95={1.379441e-05,0.00734054938},age_qi_95={0.000172613741,0.0067745600965}],2:0.00762759152[&age_median=0.00762759152,age_mean=0.00953546734571,age_n=7,age_range={0.00225083739,0.01678707218},age_hpdi_95={0.00225083739,0.01678707218},age_qi_95={0.002819246838,0.0167315817515}],3:0.00958025204[&age_median=0.00958025204,age_mean=0.00980333087,age_n=7,age_range={0.0045380666,0.01354773845},age_hpdi_95={0.0045380666,0.01354773845},age_qi_95={0.0048063097385,0.0134468025335}]
0,1,2,2,3,1	0.007	0.00791911531396	0:0.02888663879[&age_median=0.02888663879,age_mean=0.0274716409743,age_n=7,age_range={0.01748103492,0.03693114933},age_hpdi_95={0.01748103492,0.03693114933},age_qi_95={0.017824249932,0.0362390923845}],1:0.00520332253[&age_median=0.00520332253,age_mean=0.00592023212286,age_n=7,age_range={0.0020553521,0.01113051847},age_hpdi_95={0.0020553521,0.01113051847},age_qi_95={0.0022951845215,0.0106097354875}],2:0.00318036694[&age_median=0.00318036694,age_mean=0.00296858307429,age_n=7,age_range={0.00096220491,0.00647641501},age_hpdi_95={0.00096220491,0.00647641501},age_qi_95={0.0009853196205,0.006097777147}],3:0.0142727377[&age_median=0.0142727377,age_mean=0.0166734246729,age_n=7,age_range={0.00436201649,0.0300431811},age_hpdi_95={0.00436201649,0.0300431811},age_qi_95={0.00557549807,0.0290867158275}]
0,1,2,0,3,4	0.007	0.00931821038865	0:0.00798057628[&age_median=0.00798057628,age_mean=0.00878915381571,age_n=7,age_range={0.00231798312,0.0178468865},age_hpdi_95={0.00231798312,0.0178468865},age_qi_95={0.002891504772,0.016700512322}],1:0.00788781106[&age_median=0.00788781106,age_mean=0.00707736032286,age_n=7,age_range={0.00129690453,0.01004172566},age_hpdi_95={0.00129690453,0.01004172566},age_qi_95={0.001804015017,0.0099488586185}],2:0.00689991304[&age_median=0.00689991304,age_mean=0.00546069098429,age_n=7,age_range={0.00034587942,0.01174022473},age_hpdi_95={0.00034587942,0.01174022473},age_qi_95={0.0003473211075,0.011481968953}],3:0.01959925302[&age_median=0.01959925302,age_mean=0.0161474950657,age_n=7,age_range={0.00537129063,0.0201066304},age_hpdi_95={0.00537129063,0.0201066304},age_qi_95={0.006180518694,0.020084186197}],4:0.00972308398[&age_median=0.00972308398,age_mean=0.00850256773714,age_n=7,age_range={0.0035712327,0.01452901994},age_hpdi_95={0.0035712327,0.01452901994},age_qi_95={0.003897111756,0.013812677519}]
0,1,2,1,1,2	0.007	0.00764981025146	0:0.02232674845[&age_median=0.02232674845,age_mean=0.0188772785843,age_n=7,age_range={0.00512230003,0.03994402426},age_hpdi_95={0.00512230003,0.03994402426},age_qi_95={0.0052206649405,0.0375310420585}],1:0.00204242124[&age_median=0.00204242124,age_mean=0.00409086098857,age_n=7,age_range={0.00027719771,0.01141896986},age_hpdi_95={0.00027719771,0.01141896986},age_qi_95={0.0004187486585,0.0106839379895}],2:0.0112476889[&age_median=0.0112476889,age_mean=0.00962728840143,age_n=7,age_range={0.00365592129,0.01371326115},age_hpdi_95={0.00365592129,0.01371326115},age_qi_95={0.0039778300305,0.0134439430455}]
0,1,2,3,1,4	0.007	0.00907942627859	0:0.0161402063[&age_median=0.0161402063,age_mean=0.0170483042671,age_n=7,age_range={0.00482827665,0.02411339246},age_hpdi_95={0.00482827665,0.02411339246},age_qi_95={0.006305363133,0.023984314097}],1:0.01097037183[&age_median=0.01097037183,age_mean=0.00958243274857,age_n=7,age_range={0.00108262523,0.01411390635},age_hpdi_95={0.00108262523,0.01411390635},age_qi_95={0.0020843641205,0.0139195165335}],2:0.00566087357[&age_median=0.00566087357,age_mean=0.00702422565571,age_n=7,age_range={0.00057784613,0.01395744681},age_hpdi_95={0.00057784613,0.01395744681},age_qi_95={0.0010401971825,0.013527883002}],3:0.00451603185[&age_median=0.00451603185,age_mean=0.00362647048,age_n=7,age_range={0.00044680562,0.00592299775},age_hpdi_95={0.00044680562,0.00592299775},age_qi_95={0.000609830948,0.0058476927775}],4:0.00854976641[&age_median=0.00854976641,age_mean=0.00968786704143,age_n=7,age_range={0.00516033623,0.01428066242},age_hpdi_95={0.00516033623,0.01428066242},age_qi_95={0.0053097013955,0.0141628275725}]
0,1,1,1,0,0	0.007	0.00899724811469	0:0.01248149136[&age_median=0.01248149136,age_mean=0.0136278423786,age_n=7,age_range={0.01022626562,0.0227159381},age_hpdi_95={0.01022626562,0.0227159381},age_qi_95={0.01028750858,0.021443734478}],1:0.00309266966[&age_median=0.00309266966,age_mean=0.00287532527857,age_n=7,age_range={0.00088998151,0.00471747007},age_hpdi_95={0.00088998151,0.00471747007},age_qi_95={0.0009139925635,0.0046752214795}]
0,1,1,2,0,0	0.007	0.00744492011175	0:0.01810527765[&age_median=0.01810527765,age_mean=0.01614407728,age_n=7,age_range={0.00614890433,0.02495858598},age_hpdi_95={0.00614890433,0.02495858598},age_qi_95={0.00684067523,0.0244156836315}],1:0.00423736221[&age_median=0.00423736221,age_mean=0.00435894396286,age_n=7,age_range={4.750811e-05,0.00887700573},age_hpdi_95={4.750811e-05,0.00887700573},age_qi_95={0.000284371571,0.008730274902}],2:0.00420454136[&age_median=0.00420454136,age_mean=0.00484964712857,age_n=7,age_range={0.00086289386,0.01169610427},age_hpdi_95={0.00086289386,0.01169610427},age_qi_95={0.0010554814415,0.010769659774}]
0,1,2,2,3,2	0.006	0.00886942441481	0:0.02196326023[&age_median=0.02196326023,age_mean=0.0193376251117,age_n=6,age_range={0.00520871352,0.02593753846},age_hpdi_95={0.00520871352,0.02593753846},age_qi_95={0.0066290865675,0.0257430061938}],1:0.004244285625[&age_median=0.004244285625,age_mean=0.004390941055,age_n=6,age_range={0.00017291363,0.00919376756},age_hpdi_95={0.00017291363,0.00919376756},age_qi_95={0.0002831548575,0.00897399042}],2:0.00391393858[&age_median=0.00391393858,age_mean=0.00498788603833,age_n=6,age_range={0.00221310019,0.00975689581},age_hpdi_95={0.00221310019,0.00975689581},age_qi_95={0.00221738495125,0.0095225419325}],3:0.012688849005[&age_median=0.012688849005,age_mean=0.012028420895,age_n=6,age_range={0.00383387981,0.01993625162},age_hpdi_95={0.00383387981,0.01993625162},age_qi_95={0.00439788845875,0.0192788135338}]
0,1,1,1,0,1	0.006	0.00732775723638	0:0.01240819716[&age_median=0.01240819716,age_mean=0.0122077900933,age_n=6,age_range={0.0046343212,0.01903324984},age_hpdi_95={0.0046343212,0.01903324984},age_qi_95={0.00510092684375,0.0187035447162}],1:0.00430874715[&age_median=0.00430874715,age_mean=0.00392824812333,age_n=6,age_range={0.00079189191,0.00736101775},age_hpdi_95={0.00079189191,0.00736101775},age_qi_95={0.00081835881125,0.00716532273875}]
0,1,2,2,0,2	0.006	0.00869568699342	0:0.011255755565[&age_median=0.011255755565,age_mean=0.01084046264,age_n=6,age_range={0.0019351577,0.02218156518},age_hpdi_95={0.0019351577,0.02218156518},age_qi_95={0.00231477337,0.0210891768788}],1:0.002703174155[&age_median=0.002703174155,age_mean=0.00383198674167,age_n=6,age_range={0.00055012977,0.01070039014},age_hpdi_95={0.00055012977,0.01070039014},age_qi_95={0.00068571553625,0.00995037091375}],2:0.002405342185[&age_median=0.002405342185,age_mean=0.003360319685,age_n=6,age_range={0.00075904908,0.00967792668},age_hpdi_95={0.00075904908,0.00967792668},age_qi_95={0.000787884135,0.0089587519025}]
0,1,1,0,2,3	0.006	0.0071429918103	0:0.00638517834[&age_median=0.00638517834,age_mean=0.00577690132667,age_n=6,age_range={0.0010947546,0.01116674864},age_hpdi_95={0.0010947546,0.01116674864},age_qi_95={0.00117636277625,0.0107561460637}],1:0.00379765758[&age_median=0.00379765758,age_mean=0.00513285748833,age_n=6,age_range={0.00140733706,0.01334901008},age_hpdi_95={0.00140733706,0.01334901008},age_qi_95={0.00146111465625,0.01250637442}],2:0.014071289105[&age_median=0.014071289105,age_mean=0.0144180142617,age_n=6,age_range={0.00431440609,0.02411544021},age_hpdi_95={0.00431440609,0.02411544021},age_qi_95={0.00535905388125,0.0232590192637}],3:0.00685793799[&age_median=0.00685793799,age_mean=0.00918147309167,age_n=6,age_range={0.00384287868,0.02495914331},age_hpdi_95={0.00384287868,0.02495914331},age_qi_95={0.00385565717625,0.0229174796375}]
0,1,1,1,1,2	0.006	0.00841566530943	0:0.021284521085[&age_median=0.021284521085,age_mean=0.020382992665,age_n=6,age_range={0.00758226643,0.032179147},age_hpdi_95={0.00758226643,0.032179147},age_qi_95={0.00822297922625,0.0315641950738}],1:0.004112335665[&age_median=0.004112335665,age_mean=0.00383104392,age_n=6,age_range={0.00014084056,0.00734682519},age_hpdi_95={0.00014084056,0.00734682519},age_qi_95={0.0002931130325,0.00716783530375}],2:0.01598092347[&age_median=0.01598092347,age_mean=0.0154254351417,age_n=6,age_range={0.00817202976,0.02418101134},age_hpdi_95={0.00817202976,0.02418101134},age_qi_95={0.00854003057125,0.0232985957425}]
0,1,2,2,1,1	0.006	0.00685747682284	0:0.01708390143[&age_median=0.01708390143,age_mean=0.019333306645,age_n=6,age_range={0.00598825614,0.03688189505},age_hpdi_95={0.00598825614,0.03688189505},age_qi_95={0.0064440467075,0.0359375713112}],1:0.007581227765[&age_median=0.007581227765,age_mean=0.007829826685,age_n=6,age_range={0.00130628743,0.01242448873},age_hpdi_95={0.00130628743,0.01242448873},age_qi_95={0.001881599505,0.0123935456875}],2:0.002542070735[&age_median=0.002542070735,age_mean=0.00372193956167,age_n=6,age_range={0.0003053243,0.00914409453},age_hpdi_95={0.0003053243,0.00914409453},age_qi_95={0.00050353443625,0.00873946667375}]
0,1,1,2,0,1	0.006	0.00801153852481	0:0.014823779725[&age_median=0.014823779725,age_mean=0.0143226111983,age_n=6,age_range={0.00568346969,0.02089247163},age_hpdi_95={0.00568346969,0.02089247163},age_qi_95={0.00611894985625,0.0208490196013}],1:0.0061440268[&age_median=0.0061440268,age_mean=0.00753802867,age_n=6,age_range={0.00098070927,0.01461885999},age_hpdi_95={0.00098070927,0.01461885999},age_qi_95={0.001247727645,0.0145694641025}],2:0.00454397489[&age_median=0.00454397489,age_mean=0.00656743515,age_n=6,age_range={0.00163422704,0.02006273755},age_hpdi_95={0.00163422704,0.02006273755},age_qi_95={0.00184161560375,0.0182206904788}]
0,0,1,2,3,4	0.006	0.00774574327285	0:0.00592626097[&age_median=0.00592626097,age_mean=0.00630399346667,age_n=6,age_range={0.00378739711,0.00911887019},age_hpdi_95={0.00378739711,0.00911887019},age_qi_95={0.00383273520375,0.00909339512875}],1:0.00453698731[&age_median=0.00453698731,age_mean=0.00513416069667,age_n=6,age_range={0.00022321411,0.00998016429},age_hpdi_95={0.00022321411,0.00998016429},age_qi_95={0.0005714049725,0.0097975025225}],2:0.002345788415[&age_median=0.002345788415,age_mean=0.003397818685,age_n=6,age_range={0.00026021472,0.00804416984},age_hpdi_95={0.00026021472,0.00804416984},age_qi_95={0.00039374495,0.00779646038}],3:0.01512012274[&age_median=0.01512012274,age_mean=0.0142266284017,age_n=6,age_range={0.00931994812,0.01822821051},age_hpdi_95={0.00931994812,0.01822821051},age_qi_95={0.0095099599025,0.0180410996862}],4:0.01941699478[&age_median=0.01941699478,age_mean=0.0174101548683,age_n=6,age_range={0.0069084875,0.02512454823},age_hpdi_95={0.0069084875,0.02512454823},age_qi_95={0.00740609092125,0.0248220533325}]
0,1,2,3,1,2	0.006	0.00623509561994	0:0.02332550137[&age_median=0.02332550137,age_mean=0.022438745275,age_n=6,age_range={0.00521823671,0.03445151172},age_hpdi_95={0.00521823671,0.03445151172},age_qi_95={0.00651627597625,0.03423371896}],1:0.00780801093[&age_median=0.00780801093,age_mean=0.009437250725,age_n=6,age_range={0.00311830194,0.01749399809},age_hpdi_95={0.00311830194,0.01749399809},age_qi_95={0.00351939479125,0.0170657655425}],2:0.0070213196[&age_median=0.0070213196,age_mean=0.00703502984,age_n=6,age_range={0.00259001342,0.01139614219},age_hpdi_95={0.00259001342,0.01139614219},age_qi_95={0.002723249685,0.0112873095025}],3:0.00206277375[&age_median=0.00206277375,age_mean=0.00355083177833,age_n=6,age_range={0.00032211698,0.01274966904},age_hpdi_95={0.00032211698,0.01274966904},age_qi_95={0.00032329231375,0.0116279775975}]
0,0,1,2,3,3	0.005	0.00720632859128	0:0.01373879692[&age_median=0.01373879692,age_mean=0.014306426478,age_n=5,age_range={0.00836449196,0.02237234118},age_hpdi_95={0.00836449196,0.02237234118},age_qi_95={0.00882914106,0.021539658999}],1:0.00858546284[&age_median=0.00858546284,age_mean=0.007977863018,age_n=5,age_range={0.00085764289,0.01167474137},age_hpdi_95={0.00085764289,0.01167474137},age_qi_95={0.001492888627,0.011663404006}],2:0.00595699804[&age_median=0.00595699804,age_mean=0.005494801228,age_n=5,age_range={0.00300566415,0.00727127998},age_hpdi_95={0.00300566415,0.00727127998},age_qi_95={0.00318424812,0.007189007994}],3:0.01024186941[&age_median=0.01024186941,age_mean=0.010942820684,age_n=5,age_range={0.00014577929,0.0280600233},age_hpdi_95={0.00014577929,0.0280600233},age_qi_95={0.000259371808,0.026752493665}]
0,0,0,1,2,1	0.005	0.00577229020289	0:0.00658409431[&age_median=0.00658409431,age_mean=0.007034523542,age_n=5,age_range={0.00577646406,0.00944125099},age_hpdi_95={0.00577646406,0.00944125099},age_qi_95={0.005782010127,0.009251014253}],1:0.00682527248[&age_median=0.00682527248,age_mean=0.00550538035,age_n=5,age_range={0.00020592708,0.01020232903},age_hpdi_95={0.00020592708,0.01020232903},age_qi_95={0.000500364765,0.00989640305}],2:0.0102805176[&age_median=0.0102805176,age_mean=0.011399744448,age_n=5,age_range={0.00340493668,0.01971259717},age_hpdi_95={0.00340493668,0.01971259717},age_qi_95={0.003567094889,0.019598752655}]
0,0,1,1,2,0	0.005	0.00665125475503	0:0.00808699635[&age_median=0.00808699635,age_mean=0.007769323444,age_n=5,age_range={0.00458378764,0.00936467258},age_hpdi_95={0.00458378764,0.00936467258},age_qi_95={0.004879580487,0.009355149776}],1:0.00038038583[&age_median=0.00038038583,age_mean=0.001445865962,age_n=5,age_range={1.751748e-05,0.00524253198},age_hpdi_95={1.751748e-05,0.00524253198},age_qi_95={1.85107e-05,0.004874423266}],2:0.00603408231[&age_median=0.00603408231,age_mean=0.008694804482,age_n=5,age_range={0.00040971213,0.01818005412},age_hpdi_95={0.00040971213,0.01818005412},age_qi_95={0.0009319943,0.01768381271}]
0,1,1,2,1,3	0.005	0.005322337892	0:0.01417057294[&age_median=0.01417057294,age_mean=0.015351837892,age_n=5,age_range={0.009083782,0.02221113765},age_hpdi_95={0.009083782,0.02221113765},age_qi_95={0.009121314567,0.022173482805}],1:0.00476656592[&age_median=0.00476656592,age_mean=0.005387441532,age_n=5,age_range={0.00270553088,0.00945288306},age_hpdi_95={0.00270553088,0.00945288306},age_qi_95={0.00289552323,0.009048272096}],2:0.00187060527[&age_median=0.00187060527,age_mean=0.003617135952,age_n=5,age_range={0.0003755248,0.01150587031},age_hpdi_95={0.0003755248,0.01150587031},age_qi_95={0.000427212266,0.010699411271}],3:0.00635907687[&age_median=0.00635907687,age_mean=0.007824555726,age_n=5,age_range={0.003399762,0.01290696571},age_hpdi_95={0.003399762,0.01290696571},age_qi_95={0.00352241474,0.012799337604}]
0,1,0,2,2,3	0.005	0.00614080410994	0:0.00641983853[&age_median=0.00641983853,age_mean=0.010022846482,age_n=5,age_range={0.00231214015,0.02387779023},age_hpdi_95={0.00231214015,0.02387779023},age_qi_95={0.002635173653,0.022686210039}],1:0.00654445051[&age_median=0.00654445051,age_mean=0.004475031566,age_n=5,age_range={0.00050642715,0.0075604296},age_hpdi_95={0.00050642715,0.0075604296},age_qi_95={0.000521787846,0.007514768286}],2:0.00788526645[&age_median=0.00788526645,age_mean=0.00863275747,age_n=5,age_range={0.00570995161,0.01256045217},age_hpdi_95={0.00570995161,0.01256045217},age_qi_95={0.005781827896,0.012362347218}],3:0.01038833546[&age_median=0.01038833546,age_mean=0.008729089178,age_n=5,age_range={0.00051289292,0.0130987949},age_hpdi_95={0.00051289292,0.0130987949},age_qi_95={0.001122249367,0.013092811932}]
0,1,0,1,2,0	0.005	0.00493113080996	0:0.00887879604[&age_median=0.00887879604,age_mean=0.010372851262,age_n=5,age_range={0.00401248998,0.02331674772},age_hpdi_95={0.00401248998,0.02331674772},age_qi_95={0.004170152562,0.021991783625}],1:0.00291812812[&age_median=0.00291812812,age_mean=0.004342445622,age_n=5,age_range={0.00035241245,0.01070190456},age_hpdi_95={0.00035241245,0.01070190456},age_qi_95={0.000556899769,0.010165963838}],2:0.01381701807[&age_median=0.01381701807,age_mean=0.015768312042,age_n=5,age_range={0.00830208336,0.02273479621},age_hpdi_95={0.00830208336,0.02273479621},age_qi_95={0.008731436262,0.022600521608}]
0,1,2,3,0,2	0.005	0.00572195951981	0:0.020228375[&age_median=0.020228375,age_mean=0.02060860421,age_n=5,age_range={0.01522267846,0.02442574491},age_hpdi_95={0.01522267846,0.02442574491},age_qi_95={0.015688984145,0.024311219156}],1:0.00366074777[&age_median=0.00366074777,age_mean=0.003123609232,age_n=5,age_range={0.00051385679,0.00605579296},age_hpdi_95={0.00051385679,0.00605579296},age_qi_95={0.000569007222,0.005882442417}],2:0.01269163007[&age_median=0.01269163007,age_mean=0.010435886422,age_n=5,age_range={0.00194491931,0.0145591948},age_hpdi_95={0.00194491931,0.0145591948},age_qi_95={0.002661821201,0.014490250291}],3:0.00228478625[&age_median=0.00228478625,age_mean=0.003264426564,age_n=5,age_range={0.00033012381,0.00750901697},age_hpdi_95={0.00033012381,0.00750901697},age_qi_95={0.000383844437,0.007291202844}]
