PRI.div.model	PRI.t.1	PRI.t.2	PRI.t.3	PRI.t.4	PRI.t.5	PRI.t.6	PRI.d1Theta.1	PRI.d1Theta.2	PRI.d1Theta.3	PRI.d1Theta.4	PRI.d1Theta.5	PRI.d1Theta.6	PRI.d2Theta.1	PRI.d2Theta.2	PRI.d2Theta.3	PRI.d2Theta.4	PRI.d2Theta.5	PRI.d2Theta.6	PRI.aTheta.1	PRI.aTheta.2	PRI.aTheta.3	PRI.aTheta.4	PRI.aTheta.5	PRI.aTheta.6	PRI.model	PRI.Psi	PRI.var.t	PRI.E.t	PRI.omega	PRI.cv	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	wattTheta.1	wattTheta.2	wattTheta.3	wattTheta.4	wattTheta.5	wattTheta.6	pi.net.1	pi.net.2	pi.net.3	pi.net.4	pi.net.5	pi.net.6	tajD.denom.1	tajD.denom.2	tajD.denom.3	tajD.denom.4	tajD.denom.5	tajD.denom.6
22	0.01154407505	0.00364407328	0.00235386765	0.01937956778	0.00098547762	0.01154407505	0.009499	0.004151	0.005160	0.002354	0.006117	0.004403	0.009499	0.004151	0.005160	0.002354	0.006117	0.004403	0.009499	0.004151	0.005160	0.002354	0.006117	0.004403	1	5	5.08641929893029e-05	0.00824185607166667	0.00617144882742621	0.865328590494046	0.021901	0.012750	0.011986	0.013628	0.006154	0.006498	0.020646	0.012101	0.011436	0.011526	0.008838	0.007668	0.028924	0.007926	0.007200	0.029355	0.002224	0.020093	0.042489	0.034002	0.029712	0.036325	0.028306	0.025093
5	0.02265315696	0.02145245766	0.01584329062	0.00117927829	0.02145245766	0.03256824728	0.005568	0.001554	0.003211	0.001115	0.003288	0.005912	0.005568	0.001554	0.003211	0.001115	0.003288	0.005912	0.005568	0.001554	0.003211	0.001115	0.003288	0.005912	1	5	0.000107358986552554	0.0191914814116667	0.0055940958516777	0.539896735983383	0.039941	0.021192	0.010703	0.001379	0.022652	0.014850	0.022940	0.011236	0.009677	0.002681	0.013888	0.018042	0.069622	0.038193	0.022147	0.000877	0.041328	0.051957	0.044826	0.032755	0.027313	0.017465	0.035549	0.038641
64	0.02578633470	0.00102401729	0.00218677670	0.00102401729	0.00102401729	0.01422416074	0.002614	0.003539	0.003459	0.004441	0.003558	0.003062	0.002614	0.003539	0.003459	0.004441	0.003558	0.003062	0.002614	0.003539	0.003459	0.004441	0.003558	0.003062	1	4	0.000106727536639408	0.007544887335	0.0141456766550124	1.36925862054376	0.032153	0.002890	0.015297	0.004266	0.003475	0.005577	0.018352	0.003457	0.009677	0.008042	0.004209	0.007217	0.050699	0.001584	0.004065	0.001199	0.000573	0.018160	0.040026	0.018119	0.027313	0.030305	0.019500	0.024339
1	0.04263736292	0.00649509069	0.00072553458	0.00193784247	0.01474917827	0.02301244761	0.002150	0.004961	0.001354	0.004556	0.000623	0.005170	0.002150	0.004961	0.001354	0.004556	0.000623	0.005170	0.002150	0.004961	0.001354	0.004556	0.000623	0.005170	1	6	0.000254953444273199	0.0149262427566667	0.0170808855536888	1.06974420154387	0.036458	0.009330	0.000000	0.004814	0.016061	0.015242	0.020646	0.006915	0.000000	0.007238	0.009259	0.015336	0.067686	0.011686	0.000000	0.006002	0.029744	0.030622	0.042489	0.025655	0.000000	0.028742	0.028977	0.035589
68	0.02300242214	0.01283390434	0.01751611806	0.01272027223	0.02300242214	0.01272027223	0.004226	0.006688	0.002727	0.002175	0.004369	0.003271	0.004226	0.006688	0.002727	0.002175	0.004369	0.003271	0.004226	0.006688	0.002727	0.002175	0.004369	0.003271	1	4	2.52612074927999e-05	0.0169659018566667	0.00148893985749856	0.296244368057592	0.041517	0.009882	0.014476	0.008097	0.022027	0.005905	0.022940	0.008643	0.017594	0.006701	0.016834	0.007217	0.067647	0.012352	0.053449	0.019927	0.034385	0.016159	0.044826	0.028702	0.036941	0.027652	0.039181	0.024339
27	0.04594059721	0.03649189179	0.00165801957	0.00165801957	0.03649189179	0.02503393193	0.002884	0.003061	0.006313	0.003339	0.001517	0.005625	0.002884	0.003061	0.006313	0.003339	0.001517	0.005625	0.002884	0.003061	0.006313	0.003339	0.001517	0.005625	1	4	0.000358218964907726	0.02454572531	0.0145939449897529	0.771078187031243	0.046354	0.024134	0.005698	0.001933	0.026661	0.009983	0.026381	0.013829	0.007917	0.003485	0.014730	0.012629	0.082776	0.042700	0.005228	0.002706	0.054524	0.035113	0.048131	0.036372	0.024688	0.019919	0.036622	0.032264
89	0.02044985802	0.00499127170	0.02044985802	0.00850452074	0.00499127170	0.02044985802	0.002676	0.004478	0.002048	0.002318	0.005050	0.003771	0.002676	0.004478	0.002048	0.002318	0.005050	0.003771	0.002676	0.004478	0.002048	0.002318	0.005050	0.003771	1	3	6.28855477303447e-05	0.0133061063666667	0.00472606681454766	0.595970047275545	0.021280	0.008426	0.007212	0.007373	0.015890	0.014558	0.011470	0.006915	0.007917	0.005629	0.012626	0.018493	0.040519	0.011789	0.023743	0.014541	0.017487	0.047228	0.031563	0.025655	0.024688	0.025335	0.033879	0.039128
138	0.02018393024	0.00507496262	0.02018393024	0.01176036031	0.02018393024	0.01176036031	0.003790	0.004668	0.004977	0.002383	0.003286	0.003514	0.003790	0.004668	0.004977	0.002383	0.003286	0.003514	0.003790	0.004668	0.004977	0.002383	0.003286	0.003514	1	3	3.99990324789046e-05	0.0148579123266667	0.00269210314339486	0.425664029479063	0.022323	0.015623	0.013975	0.009542	0.023681	0.006525	0.019499	0.011236	0.017594	0.008042	0.015993	0.008570	0.025918	0.025735	0.040344	0.017627	0.040649	0.024715	0.041275	0.032755	0.036941	0.030305	0.038177	0.026537
8	0.01807039914	0.00535351247	0.00462677342	0.00200957396	0.01968773968	0.00200957396	0.003082	0.003656	0.005954	0.001117	0.005333	0.002822	0.003082	0.003656	0.005954	0.001117	0.005333	0.002822	0.003082	0.003656	0.005954	0.001117	0.005333	0.002822	1	5	6.51631868818578e-05	0.008626262105	0.00755404671092565	0.93579023298757	0.027515	0.013978	0.009009	0.002833	0.021532	0.002643	0.016058	0.012101	0.012316	0.001608	0.014730	0.003608	0.047553	0.020934	0.016494	0.000000	0.032444	0.003264	0.037409	0.034002	0.030844	0.013523	0.036622	0.017187
16	0.02547006191	0.00284591800	0.00506096911	0.00248269808	0.02547006191	0.00506096911	0.001258	0.003753	0.002460	0.004803	0.007460	0.001804	0.001258	0.003753	0.002460	0.004803	0.007460	0.001804	0.001258	0.003753	0.002460	0.004803	0.007460	0.001804	1	4	0.000125663521242027	0.01106511302	0.011356731830474	1.01309170230322	0.023299	0.008517	0.004415	0.007069	0.030122	0.004788	0.011470	0.006050	0.006158	0.007506	0.020622	0.006315	0.045045	0.006729	0.017125	0.008019	0.051813	0.015456	0.031563	0.023991	0.021758	0.029272	0.043425	0.022759
