number	PRI.div.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density	PRI.cv	density
52	9.93393	0.00879747	1.25526	0.229072	0.00155527	134.072	0.00183037	151.163	0.101999	0.856482
53	10.1091	0.00886344	1.26026	0.222543	0.00157426	134.872	0.00186626	150.719	0.103999	0.839858
54	10.2843	0.00892832	1.26527	0.216104	0.00159326	135.689	0.00190215	150.241	0.105999	0.823261
55	10.4595	0.0089921	1.27027	0.209759	0.00161225	136.525	0.00193804	149.731	0.107999	0.806711
56	10.6346	0.00905476	1.27528	0.203511	0.00163125	137.38	0.00197393	149.19	0.109999	0.790226
57	10.8098	0.00911627	1.28028	0.197365	0.00165024	138.253	0.00200982	148.619	0.111999	0.773827
58	10.985	0.0091766	1.28529	0.191324	0.00166924	139.145	0.00204571	148.019	0.113999	0.757529
59	11.1602	0.00923574	1.29029	0.185393	0.00168824	140.057	0.0020816	147.391	0.115999	0.741351
60	11.3353	0.00929366	1.2953	0.179573	0.00170723	140.987	0.00211749	146.736	0.117999	0.72531
61	11.5105	0.00935035	1.3003	0.173868	0.00172623	141.937	0.00215338	146.056	0.119999	0.709421
62	11.6857	0.00940576	1.30531	0.16828	0.00174522	142.906	0.00218927	145.351	0.121999	0.693701
63	11.8609	0.0094599	1.31031	0.162813	0.00176422	143.893	0.00222516	144.623	0.123999	0.678164
64	12.036	0.00951273	1.31532	0.157468	0.00178321	144.9	0.00226105	143.873	0.125999	0.662824
65	12.2112	0.00956423	1.32032	0.152248	0.00180221	145.925	0.00229694	143.101	0.127999	0.647697
66	12.3864	0.00961438	1.32533	0.147154	0.0018212	146.968	0.00233283	142.309	0.129999	0.632794
67	12.5616	0.00966316	1.33033	0.142189	0.0018402	148.029	0.00236872	141.498	0.131999	0.618129
68	12.7367	0.00971056	1.33534	0.137353	0.0018592	149.108	0.00240461	140.669	0.133999	0.603713
69	12.9119	0.00975656	1.34034	0.132648	0.00187819	150.204	0.0024405	139.823	0.135999	0.589558
70	13.0871	0.00980112	1.34535	0.128075	0.00189719	151.318	0.00247639	138.961	0.137999	0.575673
71	13.2623	0.00984425	1.35035	0.123636	0.00191618	152.447	0.00251228	138.085	0.139999	0.562069
72	13.4374	0.00988593	1.35536	0.11933	0.00193518	153.593	0.00254817	137.194	0.141999	0.548756
73	13.6126	0.00992612	1.36036	0.115158	0.00195417	154.754	0.00258406	136.291	0.143999	0.535741
74	13.7878	0.00996484	1.36537	0.111122	0.00197317	155.931	0.00261995	135.376	0.145999	0.523034
75	13.963	0.010002	1.37037	0.10722	0.00199217	157.121	0.00265584	134.45	0.147999	0.51064
76	14.1381	0.0100377	1.37538	0.103454	0.00201116	158.326	0.00269173	133.514	0.149999	0.498567
77	14.3133	0.0100719	1.38038	0.099824	0.00203016	159.543	0.00272762	132.57	0.151999	0.486822
78	14.4885	0.0101046	1.38539	0.0963289	0.00204915	160.773	0.00276351	131.617	0.153999	0.475409
79	14.6637	0.0101357	1.39039	0.092969	0.00206815	162.015	0.0027994	130.658	0.155999	0.464333
80	14.8388	0.0101652	1.3954	0.0897439	0.00208714	163.267	0.00283529	129.692	0.157999	0.453599
81	15.014	0.0101932	1.4004	0.0866532	0.00210614	164.53	0.00287118	128.72	0.159999	0.44321
82	15.1892	0.0102197	1.40541	0.0836964	0.00212513	165.803	0.00290706	127.744	0.161999	0.433171
83	15.3644	0.0102446	1.41041	0.0808729	0.00214413	167.084	0.00294295	126.765	0.163999	0.423482
84	15.5395	0.0102679	1.41542	0.078182	0.00216313	168.374	0.00297884	125.782	0.165999	0.414147
85	15.7147	0.0102897	1.42042	0.0756229	0.00218212	169.67	0.00301473	124.797	0.167999	0.405168
86	15.8899	0.0103099	1.42543	0.0731948	0.00220112	170.973	0.00305062	123.81	0.169999	0.396545
87	16.0651	0.0103286	1.43043	0.0708967	0.00222011	172.281	0.00308651	122.823	0.171999	0.388279
88	16.2402	0.0103457	1.43544	0.0687278	0.00223911	173.594	0.0031224	121.835	0.173999	0.38037
89	16.4154	0.0103613	1.44044	0.0666868	0.0022581	174.911	0.00315829	120.848	0.175999	0.372819
90	16.5906	0.0103754	1.44545	0.0647729	0.0022771	176.231	0.00319418	119.862	0.177999	0.365624
91	16.7658	0.010388	1.45045	0.0629848	0.0022961	177.552	0.00323007	118.878	0.179999	0.358785
92	16.9409	0.0103991	1.45546	0.0613215	0.00231509	178.875	0.00326596	117.896	0.181999	0.352301
93	17.1161	0.0104087	1.46046	0.0597817	0.00233409	180.199	0.00330185	116.917	0.183999	0.346169
94	17.2913	0.0104169	1.46547	0.0583641	0.00235308	181.521	0.00333774	115.941	0.185999	0.340388
95	17.4665	0.0104237	1.47047	0.0570677	0.00237208	182.843	0.00337363	114.968	0.187999	0.334955
96	17.6416	0.0104291	1.47548	0.055891	0.00239107	184.162	0.00340952	114.001	0.189999	0.329867
97	17.8168	0.0104332	1.48048	0.0548328	0.00241007	185.477	0.00344541	113.037	0.191999	0.325122
98	17.992	0.0104359	1.48549	0.0538918	0.00242907	186.789	0.0034813	112.079	0.193999	0.320717
99	18.1672	0.0104373	1.49049	0.0530667	0.00244806	188.096	0.00351719	111.126	0.195999	0.316648
100	18.3423	0.0104375	1.4955	0.0523562	0.00246706	189.398	0.00355308	110.179	0.197999	0.312911
101	18.5175	0.0104365	1.5005	0.0517589	0.00248605	190.692	0.00358897	109.238	0.199999	0.309502
102	18.6927	0.0104343	1.50551	0.0512734	0.00250505	191.98	0.00362486	108.304	0.201999	0.306418
103	18.8679	0.010431	1.51051	0.0508985	0.00252404	193.259	0.00366075	107.376	0.203999	0.303654
104	19.043	0.0104267	1.51552	0.0506328	0.00254304	194.529	0.00369664	106.456	0.205999	0.301205
105	19.2182	0.0104213	1.52052	0.0504749	0.00256203	195.789	0.00373253	105.542	0.207999	0.299068
106	19.3934	0.010415	1.52553	0.0504235	0.00258103	197.039	0.00376842	104.636	0.209999	0.297236
107	19.5686	0.0104079	1.53053	0.0504772	0.00260003	198.278	0.00380431	103.738	0.211999	0.295706
108	19.7437	0.0103999	1.53554	0.0506346	0.00261902	199.504	0.0038402	102.848	0.213999	0.294472
109	19.9189	0.0103912	1.54054	0.0508943	0.00263802	200.718	0.00387609	101.965	0.215999	0.293528
110	20.0941	0.0103818	1.54555	0.0512551	0.00265701	201.918	0.00391198	101.091	0.217999	0.292871
111	20.2693	0.0103717	1.55055	0.0517154	0.00267601	203.104	0.00394787	100.224	0.219999	0.292494
112	20.4444	0.0103612	1.55556	0.0522739	0.002695	204.275	0.00398376	99.3666	0.221999	0.292392
113	20.6196	0.0103502	1.56056	0.0529293	0.002714	205.43	0.00401965	98.5171	0.223999	0.292559
114	20.7948	0.0103389	1.56557	0.0536801	0.002733	206.57	0.00405553	97.6761	0.225999	0.29299
115	20.97	0.0103273	1.57057	0.0545248	0.00275199	207.692	0.00409142	96.8435	0.227999	0.293679
116	21.1451	0.0103155	1.57558	0.0554621	0.00277099	208.797	0.00412731	96.0195	0.229999	0.29462
117	21.3203	0.0103036	1.58058	0.0564905	0.00278998	209.884	0.0041632	95.2041	0.231999	0.295808
118	21.4955	0.0102917	1.58559	0.0576085	0.00280898	210.952	0.00419909	94.3971	0.233999	0.297236
119	21.6707	0.0102799	1.59059	0.0588146	0.00282797	212.001	0.00423498	93.5987	0.235999	0.298899
120	21.8458	0.0102683	1.5956	0.0601073	0.00284697	213.031	0.00427087	92.8088	0.237999	0.300791
