number	PRI.div.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density	PRI.cv	density
67	12.6937	0.0252971	1.33033	0.451871	0.00114718	134.189	0.00194718	227.302	0.148707	1.30474
68	12.8709	0.0248589	1.33534	0.438011	0.00116268	136.732	0.00197668	223.951	0.15096	1.27752
69	13.048	0.0244261	1.34034	0.424434	0.00117819	139.279	0.00200618	220.575	0.153213	1.25094
70	13.2252	0.0239989	1.34535	0.411145	0.00119369	141.829	0.00203568	217.179	0.155466	1.22501
71	13.4024	0.0235776	1.35035	0.398152	0.0012092	144.379	0.00206519	213.767	0.157719	1.19972
72	13.5796	0.0231622	1.35536	0.385461	0.0012247	146.93	0.00209469	210.343	0.159973	1.17508
73	13.7568	0.022753	1.36036	0.373077	0.0012402	149.48	0.00212419	206.911	0.162226	1.15109
74	13.9339	0.0223501	1.36537	0.361006	0.00125571	152.028	0.0021537	203.473	0.164479	1.12774
75	14.1111	0.0219535	1.37037	0.349253	0.00127121	154.572	0.0021832	200.034	0.166732	1.10504
76	14.2883	0.0215635	1.37538	0.337822	0.00128672	157.111	0.0022127	196.597	0.168985	1.08296
77	14.4655	0.0211801	1.38038	0.326716	0.00130222	159.645	0.0022422	193.166	0.171238	1.06152
78	14.6426	0.0208033	1.38539	0.31594	0.00131772	162.171	0.00227171	189.744	0.173491	1.04071
79	14.8198	0.0204333	1.39039	0.305495	0.00133323	164.69	0.00230121	186.334	0.175745	1.02051
80	14.997	0.02007	1.3954	0.295385	0.00134873	167.199	0.00233071	182.939	0.177998	1.00093
81	15.1742	0.0197137	1.4004	0.285612	0.00136424	169.697	0.00236021	179.562	0.180251	0.98195
82	15.3514	0.0193641	1.40541	0.276177	0.00137974	172.184	0.00238972	176.206	0.182504	0.963569
83	15.5285	0.0190215	1.41041	0.267083	0.00139524	174.658	0.00241922	172.874	0.184757	0.945777
84	15.7057	0.0186857	1.41542	0.25833	0.00141075	177.119	0.00244872	169.568	0.18701	0.928565
85	15.8829	0.0183568	1.42042	0.249918	0.00142625	179.565	0.00247823	166.291	0.189263	0.911923
86	16.0601	0.0180348	1.42543	0.241849	0.00144175	181.994	0.00250773	163.044	0.191517	0.89584
87	16.2372	0.0177196	1.43043	0.234123	0.00145726	184.408	0.00253723	159.831	0.19377	0.880308
88	16.4144	0.0174112	1.43544	0.226739	0.00147276	186.803	0.00256673	156.653	0.196023	0.865315
89	16.5916	0.0171095	1.44044	0.219697	0.00148827	189.179	0.00259624	153.513	0.198276	0.850851
90	16.7688	0.0168146	1.44545	0.212997	0.00150377	191.536	0.00262574	150.411	0.200529	0.836903
91	16.9459	0.0165263	1.45045	0.206638	0.00151927	193.872	0.00265524	147.351	0.202782	0.823461
92	17.1231	0.0162446	1.45546	0.200619	0.00153478	196.187	0.00268474	144.332	0.205035	0.810514
93	17.3003	0.0159694	1.46046	0.194938	0.00155028	198.48	0.00271425	141.358	0.207288	0.798048
94	17.4775	0.0157006	1.46547	0.189594	0.00156579	200.75	0.00274375	138.429	0.209542	0.786053
95	17.6547	0.0154382	1.47047	0.184585	0.00158129	202.995	0.00277325	135.546	0.211795	0.774517
96	17.8318	0.015182	1.47548	0.179911	0.00159679	205.217	0.00280275	132.711	0.214048	0.763426
97	18.009	0.014932	1.48048	0.175568	0.0016123	207.413	0.00283226	129.924	0.216301	0.75277
98	18.1862	0.0146881	1.48549	0.171555	0.0016278	209.583	0.00286176	127.187	0.218554	0.742536
99	18.3634	0.0144501	1.49049	0.16787	0.00164331	211.726	0.00289126	124.499	0.220807	0.732712
100	18.5405	0.0142179	1.4955	0.16451	0.00165881	213.843	0.00292077	121.863	0.22306	0.723285
101	18.7177	0.0139915	1.5005	0.161473	0.00167431	215.932	0.00295027	119.277	0.225314	0.714244
102	18.8949	0.0137707	1.50551	0.158756	0.00168982	217.993	0.00297977	116.744	0.227567	0.705577
103	19.0721	0.0135554	1.51051	0.156358	0.00170532	220.025	0.00300927	114.262	0.22982	0.697271
104	19.2492	0.0133455	1.51552	0.154274	0.00172083	222.028	0.00303878	111.833	0.232073	0.689315
105	19.4264	0.0131408	1.52052	0.152503	0.00173633	224.001	0.00306828	109.456	0.234326	0.681697
106	19.6036	0.0129413	1.52553	0.151041	0.00175183	225.944	0.00309778	107.132	0.236579	0.674406
107	19.7808	0.0127468	1.53053	0.149887	0.00176734	227.858	0.00312728	104.86	0.238832	0.66743
108	19.958	0.0125573	1.53554	0.149036	0.00178284	229.74	0.00315679	102.641	0.241085	0.660757
109	20.1351	0.0123725	1.54054	0.148485	0.00179834	231.592	0.00318629	100.474	0.243339	0.654378
110	20.3123	0.0121923	1.54555	0.148233	0.00181385	233.413	0.00321579	98.3587	0.245592	0.64828
111	20.4895	0.0120167	1.55055	0.148275	0.00182935	235.202	0.0032453	96.2952	0.247845	0.642454
112	20.6667	0.0118455	1.55556	0.148608	0.00184486	236.96	0.0032748	94.2829	0.250098	0.636888
113	20.8438	0.0116786	1.56056	0.14923	0.00186036	238.686	0.0033043	92.3214	0.252351	0.631573
114	21.021	0.0115159	1.56557	0.150136	0.00187586	240.38	0.0033338	90.4102	0.254604	0.626497
115	21.1982	0.0113572	1.57057	0.151323	0.00189137	242.043	0.00336331	88.5487	0.256857	0.621653
116	21.3754	0.0112024	1.57558	0.152789	0.00190687	243.673	0.00339281	86.7363	0.259111	0.617029
117	21.5526	0.0110514	1.58058	0.154529	0.00192238	245.272	0.00342231	84.9723	0.261364	0.612617
118	21.7297	0.0109041	1.58559	0.15654	0.00193788	246.838	0.00345181	83.2561	0.263617	0.608407
119	21.9069	0.0107605	1.59059	0.158818	0.00195338	248.372	0.00348132	81.5869	0.26587	0.604391
120	22.0841	0.0106202	1.5956	0.161359	0.00196889	249.875	0.00351082	79.9639	0.268123	0.600559
121	22.2613	0.0104834	1.6006	0.16416	0.00198439	251.345	0.00354032	78.3864	0.270376	0.596904
122	22.4384	0.0103497	1.60561	0.167218	0.0019999	252.784	0.00356982	76.8534	0.272629	0.593417
123	22.6156	0.0102193	1.61061	0.170527	0.0020154	254.191	0.00359933	75.3641	0.274882	0.59009
124	22.7928	0.0100918	1.61562	0.174083	0.0020309	255.566	0.00362883	73.9177	0.277136	0.586916
125	22.97	0.0099673	1.62062	0.177884	0.00204641	256.91	0.00365833	72.5132	0.279389	0.583887
126	23.1471	0.00984563	1.62563	0.181923	0.00206191	258.222	0.00368784	71.1497	0.281642	0.580996
127	23.3243	0.0097267	1.63063	0.186198	0.00207742	259.503	0.00371734	69.8263	0.283895	0.578236
128	23.5015	0.00961042	1.63564	0.190703	0.00209292	260.753	0.00374684	68.542	0.286148	0.5756
129	23.6787	0.0094967	1.64064	0.195433	0.00210842	261.972	0.00377634	67.2959	0.288401	0.573082
130	23.8559	0.00938544	1.64565	0.200385	0.00212393	263.16	0.00380585	66.087	0.290654	0.570675
131	24.033	0.00927656	1.65065	0.205552	0.00213943	264.318	0.00383535	64.9144	0.292908	0.568374
132	24.2102	0.00916998	1.65566	0.21093	0.00215494	265.445	0.00386485	63.7771	0.295161	0.566172
133	24.3874	0.00906562	1.66066	0.216514	0.00217044	266.542	0.00389435	62.6741	0.297414	0.564064
134	24.5646	0.00896339	1.66567	0.222297	0.00218594	267.61	0.00392386	61.6045	0.299667	0.562045
135	24.7417	0.00886323	1.67067	0.228276	0.00220145	268.647	0.00395336	60.5673	0.30192	0.560109
136	24.9189	0.00876506	1.67568	0.234443	0.00221695	269.655	0.00398286	59.5616	0.304173	0.558251
137	25.0961	0.00866881	1.68068	0.240793	0.00223245	270.634	0.00401236	58.5865	0.306426	0.556467
138	25.2733	0.0085744	1.68569	0.24732	0.00224796	271.584	0.00404187	57.641	0.30868	0.554752
139	25.4504	0.00848179	1.69069	0.254017	0.00226346	272.505	0.00407137	56.7242	0.310933	0.553102
140	25.6276	0.0083909	1.6957	0.260878	0.00227897	273.397	0.00410087	55.8352	0.313186	0.551512
141	25.8048	0.00830168	1.7007	0.267896	0.00229447	274.261	0.00413038	54.9731	0.315439	0.549978
142	25.982	0.00821405	1.70571	0.275064	0.00230997	275.096	0.00415988	54.1371	0.317692	0.548497
143	26.1592	0.00812798	1.71071	0.282376	0.00232548	275.903	0.00418938	53.3263	0.319945	0.547065
144	26.3363	0.00804341	1.71572	0.289823	0.00234098	276.683	0.00421888	52.5399	0.322198	0.545678
145	26.5135	0.00796029	1.72072	0.297398	0.00235649	277.435	0.00424839	51.777	0.324451	0.544334
146	26.6907	0.00787856	1.72573	0.305095	0.00237199	278.159	0.00427789	51.0368	0.326705	0.543028
147	26.8679	0.00779819	1.73073	0.312903	0.00238749	278.856	0.00430739	50.3186	0.328958	0.541758
148	27.045	0.00771912	1.73574	0.320817	0.002403	279.525	0.00433689	49.6216	0.331211	0.540521
149	27.2222	0.00764133	1.74074	0.328826	0.0024185	280.168	0.0043664	48.945	0.333464	0.539314
150	27.3994	0.00756475	1.74575	0.336923	0.00243401	280.783	0.0043959	48.2881	0.335717	0.538135
151	27.5766	0.00748937	1.75075	0.345099	0.00244951	281.372	0.0044254	47.6503	0.33797	0.536982
152	27.7538	0.00741514	1.75576	0.353345	0.00246501	281.934	0.0044549	47.0308	0.340223	0.535851
153	27.9309	0.00734202	1.76076	0.361652	0.00248052	282.469	0.00448441	46.429	0.342477	0.534742
154	28.1081	0.00726999	1.76577	0.370011	0.00249602	282.978	0.00451391	45.8442	0.34473	0.533651
155	28.2853	0.00719902	1.77077	0.378411	0.00251153	283.46	0.00454341	45.2758	0.346983	0.532577
156	28.4625	0.00712907	1.77578	0.386845	0.00252703	283.916	0.00457292	44.7233	0.349236	0.531519
157	28.6396	0.00706012	1.78078	0.395301	0.00254253	284.345	0.00460242	44.1859	0.351489	0.530474
158	28.8168	0.00699215	1.78579	0.40377	0.00255804	284.748	0.00463192	43.6633	0.353742	0.529441
159	28.994	0.00692512	1.79079	0.412242	0.00257354	285.125	0.00466142	43.1548	0.355995	0.528418
160	29.1712	0.00685901	1.7958	0.420707	0.00258904	285.475	0.00469093	42.6599	0.358249	0.527405
161	29.3483	0.00679381	1.8008	0.429154	0.00260455	285.8	0.00472043	42.1781	0.360502	0.526399
162	29.5255	0.0067295	1.80581	0.437574	0.00262005	286.097	0.00474993	41.709	0.362755	0.525401
163	29.7027	0.00666605	1.81081	0.445955	0.00263556	286.369	0.00477943	41.2521	0.365008	0.524408
164	29.8799	0.00660344	1.81582	0.454288	0.00265106	286.614	0.00480894	40.8069	0.367261	0.523421
165	30.0571	0.00654167	1.82082	0.462561	0.00266656	286.833	0.00483844	40.373	0.369514	0.522437
166	30.2342	0.00648071	1.82583	0.470765	0.00268207	287.025	0.00486794	39.95	0.371767	0.521457
167	30.4114	0.00642055	1.83083	0.478888	0.00269757	287.191	0.00489744	39.5375	0.37402	0.52048
168	30.5886	0.00636118	1.83584	0.486921	0.00271308	287.33	0.00492695	39.1352	0.376274	0.519505
169	30.7658	0.00630259	1.84084	0.494851	0.00272858	287.443	0.00495645	38.7426	0.378527	0.518532
170	30.9429	0.00624475	1.84585	0.50267	0.00274408	287.529	0.00498595	38.3595	0.38078	0.51756
171	31.1201	0.00618768	1.85085	0.510366	0.00275959	287.588	0.00501546	37.9855	0.383033	0.516589
172	31.2973	0.00613134	1.85586	0.517929	0.00277509	287.62	0.00504496	37.6203	0.385286	0.515619
173	31.4745	0.00607574	1.86086	0.525349	0.0027906	287.626	0.00507446	37.2636	0.387539	0.514649
174	31.6517	0.00602086	1.86587	0.532615	0.0028061	287.604	0.00510396	36.9151	0.389792	0.51368
175	31.8288	0.0059667	1.87087	0.539718	0.0028216	287.555	0.00513347	36.5745	0.392046	0.512712
176	32.006	0.00591325	1.87588	0.546647	0.00283711	287.479	0.00516297	36.2417	0.394299	0.511744
177	32.1832	0.00586051	1.88088	0.553393	0.00285261	287.376	0.00519247	35.9163	0.396552	0.510777
178	32.3604	0.00580846	1.88589	0.559946	0.00286812	287.245	0.00522197	35.598	0.398805	0.509811
179	32.5375	0.00575711	1.89089	0.566297	0.00288362	287.086	0.00525148	35.2868	0.401058	0.508845
180	32.7147	0.00570644	1.8959	0.572437	0.00289912	286.9	0.00528098	34.9823	0.403311	0.507881
181	32.8919	0.00565646	1.9009	0.578356	0.00291463	286.687	0.00531048	34.6843	0.405564	0.506919
182	33.0691	0.00560716	1.90591	0.584047	0.00293013	286.445	0.00533999	34.3927	0.407817	0.505958
183	33.2462	0.00555853	1.91091	0.589501	0.00294564	286.176	0.00536949	34.1073	0.410071	0.505
184	33.4234	0.00551057	1.91592	0.594709	0.00296114	285.879	0.00539899	33.8278	0.412324	0.504045
185	33.6006	0.00546329	1.92092	0.599665	0.00297664	285.554	0.00542849	33.5541	0.414577	0.503093
186	33.7778	0.00541666	1.92593	0.604361	0.00299215	285.201	0.005458	33.2861	0.41683	0.502145
187	33.955	0.0053707	1.93093	0.608789	0.00300765	284.819	0.0054875	33.0236	0.419083	0.501201
188	34.1321	0.00532541	1.93594	0.612944	0.00302315	284.41	0.005517	32.7664	0.421336	0.500262
189	34.3093	0.00528076	1.94094	0.616818	0.00303866	283.972	0.0055465	32.5144	0.423589	0.499329
190	34.4865	0.00523678	1.94595	0.620406	0.00305416	283.507	0.00557601	32.2675	0.425843	0.498403
191	34.6637	0.00519345	1.95095	0.623704	0.00306967	283.013	0.00560551	32.0254	0.428096	0.497483
192	34.8408	0.00515077	1.95596	0.626704	0.00308517	282.49	0.00563501	31.7882	0.430349	0.496571
193	35.018	0.00510874	1.96096	0.629404	0.00310067	281.94	0.00566451	31.5556	0.432602	0.495667
194	35.1952	0.00506736	1.96597	0.631798	0.00311618	281.361	0.00569402	31.3276	0.434855	0.494772
195	35.3724	0.00502662	1.97097	0.633884	0.00313168	280.755	0.00572352	31.1039	0.437108	0.493887
196	35.5495	0.00498653	1.97598	0.635657	0.00314719	280.12	0.00575302	30.8846	0.439361	0.493013
197	35.7267	0.00494708	1.98098	0.637116	0.00316269	279.457	0.00578253	30.6696	0.441615	0.49215
198	35.9039	0.00490827	1.98599	0.638257	0.00317819	278.766	0.00581203	30.4586	0.443868	0.491299
199	36.0811	0.00487009	1.99099	0.63908	0.0031937	278.047	0.00584153	30.2516	0.446121	0.490461
200	36.2583	0.00483256	1.996	0.639582	0.0032092	277.301	0.00587103	30.0485	0.448374	0.489636
201	36.4354	0.00479566	2.001	0.639763	0.00322471	276.527	0.00590054	29.8493	0.450627	0.488826
202	36.6126	0.00475938	2.00601	0.639623	0.00324021	275.725	0.00593004	29.6537	0.45288	0.48803
203	36.7898	0.00472374	2.01101	0.639162	0.00325571	274.897	0.00595954	29.4618	0.455133	0.48725
204	36.967	0.00468873	2.01602	0.63838	0.00327122	274.04	0.00598904	29.2734	0.457386	0.486486
205	37.1441	0.00465434	2.02102	0.637279	0.00328672	273.157	0.00601855	29.0884	0.45964	0.48574
206	37.3213	0.00462057	2.02603	0.63586	0.00330223	272.248	0.00604805	28.9069	0.461893	0.485011
207	37.4985	0.00458741	2.03103	0.634126	0.00331773	271.311	0.00607755	28.7285	0.464146	0.4843
208	37.6757	0.00455487	2.03604	0.632078	0.00333323	270.348	0.00610705	28.5534	0.466399	0.483609
209	37.8529	0.00452295	2.04104	0.629721	0.00334874	269.359	0.00613656	28.3814	0.468652	0.482936
210	38.03	0.00449163	2.04605	0.627057	0.00336424	268.345	0.00616606	28.2125	0.470905	0.482284
211	38.2072	0.00446091	2.05105	0.62409	0.00337974	267.304	0.00619556	28.0465	0.473158	0.481652
212	38.3844	0.0044308	2.05606	0.620826	0.00339525	266.239	0.00622507	27.8834	0.475412	0.481041
213	38.5616	0.00440128	2.06106	0.617268	0.00341075	265.148	0.00625457	27.723	0.477665	0.480452
214	38.7387	0.00437235	2.06607	0.613423	0.00342626	264.033	0.00628407	27.5655	0.479918	0.479884
215	38.9159	0.00434401	2.07107	0.609295	0.00344176	262.893	0.00631357	27.4105	0.482171	0.479339
216	39.0931	0.00431626	2.07608	0.604891	0.00345726	261.73	0.00634308	27.2582	0.484424	0.478816
217	39.2703	0.00428908	2.08108	0.600218	0.00347277	260.542	0.00637258	27.1084	0.486677	0.478315
218	39.4474	0.00426247	2.08609	0.595281	0.00348827	259.332	0.00640208	26.961	0.48893	0.477838
219	39.6246	0.00423643	2.09109	0.590089	0.00350378	258.099	0.00643158	26.816	0.491183	0.477384
220	39.8018	0.00421095	2.0961	0.584649	0.00351928	256.843	0.00646109	26.6733	0.493437	0.476953
221	39.979	0.00418603	2.1011	0.578968	0.00353478	255.565	0.00649059	26.5329	0.49569	0.476546
222	40.1562	0.00416165	2.10611	0.573055	0.00355029	254.265	0.00652009	26.3946	0.497943	0.476162
223	40.3333	0.00413782	2.11111	0.566918	0.00356579	252.945	0.0065496	26.2584	0.500196	0.475802
224	40.5105	0.00411453	2.11612	0.560566	0.0035813	251.603	0.0065791	26.1243	0.502449	0.475465
225	40.6877	0.00409177	2.12112	0.554007	0.0035968	250.241	0.0066086	25.9921	0.504702	0.475151
226	40.8649	0.00406953	2.12613	0.547251	0.0036123	248.859	0.0066381	25.8619	0.506955	0.47486
227	41.042	0.00404781	2.13113	0.540307	0.00362781	247.458	0.00666761	25.7335	0.509209	0.474593
228	41.2192	0.0040266	2.13614	0.533184	0.00364331	246.038	0.00669711	25.6069	0.511462	0.474348
229	41.3964	0.0040059	2.14114	0.525893	0.00365882	244.599	0.00672661	25.482	0.513715	0.474125
230	41.5736	0.00398569	2.14615	0.518442	0.00367432	243.143	0.00675611	25.3588	0.515968	0.473925
231	41.7508	0.00396597	2.15115	0.510842	0.00368982	241.669	0.00678562	25.2372	0.518221	0.473746
232	41.9279	0.00394673	2.15616	0.503102	0.00370533	240.178	0.00681512	25.1171	0.520474	0.473588
233	42.1051	0.00392797	2.16116	0.495233	0.00372083	238.67	0.00684462	24.9985	0.522727	0.473452
234	42.2823	0.00390967	2.16617	0.487245	0.00373634	237.147	0.00687412	24.8814	0.52498	0.473335
235	42.4595	0.00389183	2.17117	0.479148	0.00375184	235.608	0.00690363	24.7656	0.527234	0.473239
236	42.6366	0.00387445	2.17618	0.470951	0.00376734	234.054	0.00693313	24.6511	0.529487	0.473161
237	42.8138	0.0038575	2.18118	0.462666	0.00378285	232.485	0.00696263	24.538	0.53174	0.473102
238	42.991	0.003841	2.18619	0.454302	0.00379835	230.903	0.00699214	24.426	0.533993	0.473061
239	43.1682	0.00382492	2.19119	0.44587	0.00381385	229.307	0.00702164	24.3152	0.536246	0.473036
240	43.3453	0.00380926	2.1962	0.437378	0.00382936	227.699	0.00705114	24.2054	0.538499	0.473028
241	43.5225	0.00379401	2.2012	0.428838	0.00384486	226.077	0.00708064	24.0968	0.540752	0.473036
242	43.6997	0.00377917	2.20621	0.420259	0.00386037	224.445	0.00711015	23.9891	0.543006	0.473059
243	43.8769	0.00376473	2.21121	0.41165	0.00387587	222.8	0.00713965	23.8824	0.545259	0.473095
244	44.0541	0.00375067	2.21622	0.403022	0.00389137	221.145	0.00716915	23.7766	0.547512	0.473144
245	44.2312	0.003737	2.22122	0.394383	0.00390688	219.48	0.00719865	23.6716	0.549765	0.473206
246	44.4084	0.0037237	2.22623	0.385743	0.00392238	217.805	0.00722816	23.5675	0.552018	0.473279
247	44.5856	0.00371076	2.23123	0.377112	0.00393789	216.12	0.00725766	23.4641	0.554271	0.473362
248	44.7628	0.00369819	2.23624	0.368497	0.00395339	214.427	0.00728716	23.3615	0.556524	0.473455
249	44.9399	0.00368597	2.24124	0.359908	0.00396889	212.725	0.00731666	23.2595	0.558778	0.473556
250	45.1171	0.00367409	2.24625	0.351354	0.0039844	211.016	0.00734617	23.1581	0.561031	0.473665
251	45.2943	0.00366255	2.25125	0.342842	0.0039999	209.299	0.00737567	23.0573	0.563284	0.47378
252	45.4715	0.00365134	2.25626	0.33438	0.00401541	207.575	0.00740517	22.9571	0.565537	0.473901
253	45.6486	0.00364045	2.26126	0.325977	0.00403091	205.845	0.00743468	22.8573	0.56779	0.474026
254	45.8258	0.00362988	2.26627	0.31764	0.00404641	204.109	0.00746418	22.7581	0.570043	0.474155
255	46.003	0.00361962	2.27127	0.309376	0.00406192	202.367	0.00749368	22.6592	0.572296	0.474287
256	46.1802	0.00360967	2.27628	0.301193	0.00407742	200.621	0.00752318	22.5608	0.574549	0.47442
257	46.3574	0.00360001	2.28128	0.293097	0.00409293	198.869	0.00755269	22.4626	0.576803	0.474555
258	46.5345	0.00359064	2.28629	0.285094	0.00410843	197.114	0.00758219	22.3648	0.579056	0.474689
