divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,1,2,1,2	0.006	0.00566294426882	0:0.014059024595[&age_median=0.014059024595,age_mean=0.0174669453983,age_n=6,age_range={0.00641436009,0.04551240139},age_hpdi_95={0.00641436009,0.04551240139},age_qi_95={0.0066517208725,0.0418788031375}],1:0.00555044823[&age_median=0.00555044823,age_mean=0.006841789595,age_n=6,age_range={0.00187213107,0.01806524207},age_hpdi_95={0.00187213107,0.01806524207},age_qi_95={0.00191786518875,0.016778894805}],2:0.002194762695[&age_median=0.002194762695,age_mean=0.00363794103833,age_n=6,age_range={0.00083866763,0.01151734772},age_hpdi_95={0.00083866763,0.01151734772},age_qi_95={0.000850781665,0.0105959949525}]
0,1,0,2,2,2	0.006	0.00450778028824	0:0.008161788095[&age_median=0.008161788095,age_mean=0.00894284975833,age_n=6,age_range={0.00660163159,0.01386772658},age_hpdi_95={0.00660163159,0.01386772658},age_qi_95={0.00665215917375,0.0133665497487}],1:0.00369571935[&age_median=0.00369571935,age_mean=0.00477254773833,age_n=6,age_range={0.00115821671,0.01253371965},age_hpdi_95={0.00115821671,0.01253371965},age_qi_95={0.00119006289375,0.0117343703425}],2:0.00373688286[&age_median=0.00373688286,age_mean=0.0046499818,age_n=6,age_range={0.00217460095,0.00953927137},age_hpdi_95={0.00217460095,0.00953927137},age_qi_95={0.00227181165625,0.00906685821875}]
0,1,2,2,0,2	0.006	0.00517710262503	0:0.013020557805[&age_median=0.013020557805,age_mean=0.0107270517967,age_n=6,age_range={0.00042938698,0.01718243578},age_hpdi_95={0.00042938698,0.01718243578},age_qi_95={0.000845320165,0.0171536963013}],1:0.00248487722[&age_median=0.00248487722,age_mean=0.00422565948167,age_n=6,age_range={4.105791e-05,0.01720373135},age_hpdi_95={4.105791e-05,0.01720373135},age_qi_95={4.178844625e-05,0.015439828805}],2:0.00402535432[&age_median=0.00402535432,age_mean=0.00423093935833,age_n=6,age_range={0.00090353818,0.00888330184},age_hpdi_95={0.00090353818,0.00888330184},age_qi_95={0.00093241035125,0.0085745856025}]
0,1,2,2,0,0	0.006	0.00494665423426	0:0.01380579941[&age_median=0.01380579941,age_mean=0.0108920335867,age_n=6,age_range={0.00321531546,0.01482465456},age_hpdi_95={0.00321531546,0.01482465456},age_qi_95={0.0034622061525,0.0147853467}],1:0.00385598873[&age_median=0.00385598873,age_mean=0.003900599235,age_n=6,age_range={0.00036464863,0.00950993696},age_hpdi_95={0.00036464863,0.00950993696},age_qi_95={0.0004009676925,0.00896642374375}],2:0.00290115415[&age_median=0.00290115415,age_mean=0.00420724161167,age_n=6,age_range={0.00108969509,0.01083379069},age_hpdi_95={0.00108969509,0.01083379069},age_qi_95={0.001169033095,0.0102037239113}]
0,0,1,1,1,0	0.006	0.00396329166229	0:0.00570997929[&age_median=0.00570997929,age_mean=0.00739123415,age_n=6,age_range={0.00242752229,0.01487408099},age_hpdi_95={0.00242752229,0.01487408099},age_qi_95={0.00267007765375,0.0144220555963}],1:0.006002973125[&age_median=0.006002973125,age_mean=0.00610353668667,age_n=6,age_range={0.00102334743,0.0117652152},age_hpdi_95={0.00102334743,0.0117652152},age_qi_95={0.00141063504875,0.0112576961575}]
0,1,1,0,2,2	0.006	0.00458515576782	0:0.00377593767[&age_median=0.00377593767,age_mean=0.00585375253167,age_n=6,age_range={0.00221407353,0.01626568906},age_hpdi_95={0.00221407353,0.01626568906},age_qi_95={0.00229590941,0.0150102425138}],1:0.002185124465[&age_median=0.002185124465,age_mean=0.00364661712667,age_n=6,age_range={0.00016103978,0.00964019952},age_hpdi_95={0.00016103978,0.00964019952},age_qi_95={0.0002549911675,0.00928462003625}],2:0.00801604146[&age_median=0.00801604146,age_mean=0.0112302220783,age_n=6,age_range={0.00436934284,0.02255334248},age_hpdi_95={0.00436934284,0.02255334248},age_qi_95={0.00445322972875,0.022157440455}]
0,1,2,1,0,0	0.006	0.00369362529681	0:0.012832181845[&age_median=0.012832181845,age_mean=0.0123716721717,age_n=6,age_range={0.00856956334,0.01591214902},age_hpdi_95={0.00856956334,0.01591214902},age_qi_95={0.0088646215175,0.01556737142}],1:0.003215612455[&age_median=0.003215612455,age_mean=0.00457824397833,age_n=6,age_range={0.00219742271,0.0117834235},age_hpdi_95={0.00219742271,0.0117834235},age_qi_95={0.0022139110125,0.010901503515}],2:0.003179072625[&age_median=0.003179072625,age_mean=0.004220989885,age_n=6,age_range={0.00057740242,0.00968639366},age_hpdi_95={0.00057740242,0.00968639366},age_qi_95={0.00082984789125,0.00923897342625}]
0,1,1,2,3,4	0.006	0.00429766256897	0:0.018103242135[&age_median=0.018103242135,age_mean=0.01611448866,age_n=6,age_range={0.00469950734,0.02141381423},age_hpdi_95={0.00469950734,0.02141381423},age_qi_95={0.005999855065,0.0211451920738}],1:0.002572591335[&age_median=0.002572591335,age_mean=0.00303328389333,age_n=6,age_range={3.59174e-06,0.00683915475},age_hpdi_95={3.59174e-06,0.00683915475},age_qi_95={5.159645125e-05,0.0067122785025}],2:0.00378486324[&age_median=0.00378486324,age_mean=0.00338544275,age_n=6,age_range={0.00159239579,0.00555816655},age_hpdi_95={0.00159239579,0.00555816655},age_qi_95={0.0015927256825,0.005363062325}],3:0.00856586211[&age_median=0.00856586211,age_mean=0.0105208883333,age_n=6,age_range={0.00059424146,0.02682343667},age_hpdi_95={0.00059424146,0.02682343667},age_qi_95={0.00070972944875,0.0256027298712}],4:0.002882689885[&age_median=0.002882689885,age_mean=0.00376203158,age_n=6,age_range={0.00102269114,0.0079967825},age_hpdi_95={0.00102269114,0.0079967825},age_qi_95={0.00106562978,0.00779982666375}]
0,1,1,1,2,3	0.005	0.00416915691513	0:0.01794770614[&age_median=0.01794770614,age_mean=0.01642042475,age_n=5,age_range={0.00667196251,0.02620553237},age_hpdi_95={0.00667196251,0.02620553237},age_qi_95={0.00719870229,0.025518735375}],1:0.00186363686[&age_median=0.00186363686,age_mean=0.002357298386,age_n=5,age_range={0.00137731549,0.00461964585},age_hpdi_95={0.00137731549,0.00461964585},age_qi_95={0.00137771674,0.004412137839}],2:0.01882944113[&age_median=0.01882944113,age_mean=0.013084734098,age_n=5,age_range={0.00267585303,0.01970813239},age_hpdi_95={0.00267585303,0.01970813239},age_qi_95={0.002914918337,0.019651692935}],3:0.00101393166[&age_median=0.00101393166,age_mean=0.002081853254,age_n=5,age_range={2.900568e-05,0.00484738271},age_hpdi_95={2.900568e-05,0.00484738271},age_qi_95={4.7210051e-05,0.004793434122}]
0,1,1,0,0,0	0.005	0.00338911517418	0:0.0038424252[&age_median=0.0038424252,age_mean=0.004533452088,age_n=5,age_range={0.00138827362,0.0080049699},age_hpdi_95={0.00138827362,0.0080049699},age_qi_95={0.001392631542,0.008004446798}],1:0.00127588389[&age_median=0.00127588389,age_mean=0.001574670066,age_n=5,age_range={0.00011104565,0.00427554004},age_hpdi_95={0.00011104565,0.00427554004},age_qi_95={0.000144239946,0.00402477525}]
0,1,2,1,3,2	0.005	0.00397884051468	0:0.02253531883[&age_median=0.02253531883,age_mean=0.027805279906,age_n=5,age_range={0.01867842182,0.04284560055},age_hpdi_95={0.01867842182,0.04284560055},age_qi_95={0.018967623383,0.041900702583}],1:0.00204965689[&age_median=0.00204965689,age_mean=0.001839286336,age_n=5,age_range={0.00041530688,0.00395569267},age_hpdi_95={0.00041530688,0.00395569267},age_qi_95={0.000441131318,0.003770345801}],2:0.0035677541[&age_median=0.0035677541,age_mean=0.002813416732,age_n=5,age_range={0.00115492688,0.00435987018},age_hpdi_95={0.00115492688,0.00435987018},age_qi_95={0.001174394562,0.004287376042}],3:0.01223327067[&age_median=0.01223327067,age_mean=0.010702338944,age_n=5,age_range={0.0025649743,0.02291033469},age_hpdi_95={0.0025649743,0.02291033469},age_qi_95={0.002638596056,0.021869493541}]
0,1,2,2,3,3	0.005	0.00389654734881	0:0.01702023163[&age_median=0.01702023163,age_mean=0.018968484514,age_n=5,age_range={0.01030493673,0.03585887396},age_hpdi_95={0.01030493673,0.03585887396},age_qi_95={0.01037969167,0.034333575976}],1:0.00357245723[&age_median=0.00357245723,age_mean=0.003219184702,age_n=5,age_range={0.00162520756,0.00405281395},age_hpdi_95={0.00162520756,0.00405281395},age_qi_95={0.001785991268,0.004008772568}],2:0.00303534308[&age_median=0.00303534308,age_mean=0.003514853774,age_n=5,age_range={0.0011048674,0.00585899879},age_hpdi_95={0.0011048674,0.00585899879},age_qi_95={0.001171299985,0.005853685546}],3:0.01219837644[&age_median=0.01219837644,age_mean=0.01055127034,age_n=5,age_range={0.00268024323,0.01546649414},age_hpdi_95={0.00268024323,0.01546649414},age_qi_95={0.003322349239,0.015250838183}]
0,1,2,1,1,1	0.005	0.003193695814	0:0.01712228559[&age_median=0.01712228559,age_mean=0.015131154384,age_n=5,age_range={0.01024347052,0.01882739126},age_hpdi_95={0.01024347052,0.01882739126},age_qi_95={0.010445571939,0.018664466118}],1:0.00402470871[&age_median=0.00402470871,age_mean=0.00320173646,age_n=5,age_range={0.00139735901,0.00431434236},age_hpdi_95={0.00139735901,0.00431434236},age_qi_95={0.001460856997,0.004306901458}],2:0.00682834301[&age_median=0.00682834301,age_mean=0.010000629568,age_n=5,age_range={0.00196971992,0.01925895196},age_hpdi_95={0.00196971992,0.01925895196},age_qi_95={0.002220539328,0.019079878659}]
0,1,2,1,2,1	0.005	0.00377838348161	0:0.01524880652[&age_median=0.01524880652,age_mean=0.018791157552,age_n=5,age_range={0.00851405861,0.04356997055},age_hpdi_95={0.00851405861,0.04356997055},age_qi_95={0.008705613314,0.040832308138}],1:0.00102161173[&age_median=0.00102161173,age_mean=0.000961750548,age_n=5,age_range={0.00036118269,0.00138629208},age_hpdi_95={0.00036118269,0.00138629208},age_qi_95={0.000396543814,0.001380150103}],2:0.00461199979[&age_median=0.00461199979,age_mean=0.006443115858,age_n=5,age_range={0.00099276943,0.01264201425},age_hpdi_95={0.00099276943,0.01264201425},age_qi_95={0.001262642134,0.01240554276}]
