PRI.div.model	PRI.t.1	PRI.t.2	PRI.t.3	PRI.t.4	PRI.t.5	PRI.t.6	PRI.d1Theta.1	PRI.d1Theta.2	PRI.d1Theta.3	PRI.d1Theta.4	PRI.d1Theta.5	PRI.d1Theta.6	PRI.d2Theta.1	PRI.d2Theta.2	PRI.d2Theta.3	PRI.d2Theta.4	PRI.d2Theta.5	PRI.d2Theta.6	PRI.aTheta.1	PRI.aTheta.2	PRI.aTheta.3	PRI.aTheta.4	PRI.aTheta.5	PRI.aTheta.6	PRI.model	PRI.Psi	PRI.var.t	PRI.E.t	PRI.omega	PRI.cv	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	wattTheta.1	wattTheta.2	wattTheta.3	wattTheta.4	wattTheta.5	wattTheta.6	pi.net.1	pi.net.2	pi.net.3	pi.net.4	pi.net.5	pi.net.6	tajD.denom.1	tajD.denom.2	tajD.denom.3	tajD.denom.4	tajD.denom.5	tajD.denom.6
76	0.00812722664	0.00812722664	0.00400236856	0.00400236856	0.00812722664	0.00400236856	0.011013	0.006739	0.005630	0.002478	0.007406	0.003716	0.011013	0.006739	0.005630	0.002478	0.007406	0.003716	0.011013	0.006739	0.005630	0.002478	0.007406	0.003716	1	2	5.10433625404239e-06	0.0060647976	0.00084163340488764	0.372523201256287	0.023565	0.010719	0.006006	0.003643	0.016218	0.012408	0.026381	0.007779	0.007917	0.004021	0.016414	0.011276	0.011169	0.007425	0.008513	0.005353	0.015866	0.015630	0.048131	0.027220	0.024688	0.021400	0.038682	0.030471
1	0.00941485810	0.00254051389	0.00409843989	0.00583762136	0.00962986777	0.00537136766	0.011895	0.003401	0.009209	0.004994	0.012618	0.008383	0.011895	0.003401	0.009209	0.004994	0.012618	0.008383	0.011895	0.003401	0.009209	0.004994	0.012618	0.008383	1	6	8.14198135012042e-06	0.00614877811166667	0.00132416249249129	0.464062238386033	0.022933	0.004910	0.007186	0.005435	0.013310	0.010973	0.026381	0.003457	0.009677	0.008042	0.017255	0.012178	0.005726	0.004794	0.000000	0.010752	0.005464	0.007983	0.048131	0.018119	0.027313	0.030305	0.039673	0.031677
17	0.00704990824	0.00217876616	0.00217876616	0.00217876616	0.00704990824	0.00704990824	0.020350	0.005463	0.005118	0.004453	0.010542	0.003542	0.020350	0.005463	0.005118	0.004453	0.010542	0.003542	0.020350	0.005463	0.005118	0.004453	0.010542	0.003542	1	2	7.11840754906402e-06	0.0046143372	0.00154267172955284	0.578205337492161	0.035592	0.009319	0.004338	0.004600	0.010412	0.006620	0.036704	0.006050	0.005278	0.004557	0.012205	0.007217	0.025268	0.009796	0.001053	0.007894	0.006426	0.007810	0.056986	0.023991	0.020137	0.022786	0.033305	0.024339
2	0.00634707434	0.00634707434	0.00634707434	0.00634707434	0.00634707434	0.00634707434	0.011650	0.003444	0.005298	0.002148	0.008899	0.005173	0.011650	0.003444	0.005298	0.002148	0.008899	0.005173	0.011650	0.003444	0.005298	0.002148	0.008899	0.005173	1	1	0	0.00634707434	0	0	0.021568	0.008682	0.006596	0.003062	0.018019	0.007382	0.026381	0.007779	0.007037	0.002413	0.015993	0.009472	0.009441	0.010876	0.005966	0.007265	0.010625	0.016849	0.048131	0.027220	0.023269	0.016567	0.038177	0.027908
40	0.00645601608	0.00587658108	0.00645601608	0.00370334430	0.00587658108	0.00370334430	0.018382	0.002080	0.009779	0.004825	0.009173	0.006886	0.018382	0.002080	0.009779	0.004825	0.009173	0.006886	0.018382	0.002080	0.009779	0.004825	0.009173	0.006886	1	3	1.68478732661041e-06	0.00534531382	0.000315189600338641	0.242828320463484	0.036868	0.003010	0.007161	0.007145	0.010221	0.009061	0.040145	0.004322	0.010556	0.008578	0.015993	0.010825	0.010273	0.003684	0.005226	0.005226	0.012434	0.011076	0.059672	0.020264	0.028537	0.031305	0.038177	0.029850
12	0.01107630451	0.00108915058	0.00368559743	0.00051600592	0.00108915058	0.00465242363	0.016044	0.006811	0.008844	0.005575	0.009279	0.005054	0.016044	0.006811	0.008844	0.005575	0.009279	0.005054	0.016044	0.006811	0.008844	0.005575	0.009279	0.005054	1	5	1.58173365572895e-05	0.00368477210833333	0.00429262274362032	1.07933446363193	0.028492	0.006708	0.006057	0.004484	0.019239	0.009199	0.034410	0.007779	0.011436	0.007506	0.018518	0.013531	0.009319	0.001697	0.009439	0.001460	0.007605	0.024391	0.055131	0.027220	0.029712	0.029272	0.041118	0.033407
7	0.00753404941	0.01024818274	0.00191263366	0.00470722981	0.00590247557	0.00590247557	0.014376	0.002248	0.003117	0.002987	0.006606	0.004796	0.014376	0.002248	0.003117	0.002987	0.006606	0.004796	0.014376	0.002248	0.003117	0.002987	0.006606	0.004796	1	5	7.75801196967242e-06	0.00603450779333333	0.00128560807863123	0.461565532322059	0.027304	0.011157	0.002592	0.004585	0.024993	0.008368	0.030969	0.006915	0.002639	0.004825	0.018097	0.009021	0.008623	0.018664	0.000645	0.006121	0.020866	0.009391	0.052236	0.025655	0.014225	0.023449	0.040642	0.027231
26	0.01544792755	0.00487631855	0.00573378667	0.00487631855	0.00487631855	0.00487631855	0.020933	0.001415	0.006741	0.005402	0.007864	0.009739	0.020933	0.001415	0.006741	0.005402	0.007864	0.009739	0.020933	0.001415	0.006741	0.005402	0.007864	0.009739	1	3	1.81447068913092e-05	0.00678116473666667	0.00267575078853318	0.628160586732999	0.029690	0.006452	0.010972	0.004441	0.011922	0.013722	0.035557	0.003457	0.008797	0.005093	0.012205	0.017591	0.020966	0.009851	0.016048	0.006967	0.006975	0.013773	0.056066	0.018119	0.026033	0.024094	0.033305	0.038149
1	0.01119198873	0.00538903207	0.00454720154	0.00242992400	0.00128947868	0.00347545725	0.015395	0.005538	0.002361	0.003124	0.009044	0.009544	0.015395	0.005538	0.002361	0.003124	0.009044	0.009544	0.015395	0.005538	0.002361	0.003124	0.009044	0.009544	1	6	1.21851822051288e-05	0.00472051371166667	0.00258132545511166	0.739480541080532	0.029157	0.008266	0.004569	0.001965	0.011123	0.013552	0.028675	0.008643	0.006158	0.004825	0.013047	0.014884	0.009850	0.006195	0.004864	0.001342	0.002203	0.000000	0.050222	0.028702	0.021758	0.023449	0.034445	0.035056
17	0.01156584781	0.00109955494	0.00109955494	0.00109955494	0.01156584781	0.01156584781	0.009965	0.004869	0.009116	0.002025	0.004420	0.009971	0.009965	0.004869	0.009116	0.002025	0.004420	0.009971	0.009965	0.004869	0.009116	0.002025	0.004420	0.009971	1	2	3.28629859321838e-05	0.006332701375	0.00518941032999268	0.905241595788098	0.036058	0.004904	0.006776	0.001719	0.015507	0.006265	0.030969	0.006050	0.007037	0.002681	0.011363	0.009021	0.038255	0.001777	0.000000	0.001005	0.021293	0.015449	0.052236	0.023991	0.023269	0.017465	0.032126	0.027231
87	0.00338924990	0.00338924990	0.00338924990	0.00440970171	0.01969471693	0.01969471693	0.017238	0.005502	0.009246	0.003105	0.006412	0.005448	0.017238	0.005502	0.009246	0.003105	0.006412	0.005448	0.017238	0.005502	0.009246	0.003105	0.006412	0.005448	1	3	6.88532292213121e-05	0.00899448087833333	0.00765505315455965	0.922541801959388	0.023399	0.004449	0.005980	0.005812	0.022054	0.009549	0.025234	0.006050	0.009677	0.005361	0.016834	0.012178	0.010314	0.001345	0.003723	0.005502	0.032909	0.025341	0.047053	0.023991	0.027313	0.024722	0.039181	0.031677
165	0.01039740319	0.00767823933	0.01502094776	0.01039740319	0.01039740319	0.01039740319	0.010377	0.002593	0.004498	0.004097	0.005991	0.006348	0.010377	0.002593	0.004498	0.004097	0.005991	0.006348	0.010377	0.002593	0.004498	0.004097	0.005991	0.006348	1	3	5.63331443470725e-06	0.010714799975	0.000525750779095365	0.221512341822335	0.039475	0.006673	0.005339	0.008628	0.018483	0.013505	0.034410	0.005186	0.006158	0.007774	0.015572	0.014433	0.023001	0.008280	0.012154	0.016227	0.018756	0.015347	0.055131	0.022204	0.021758	0.029793	0.037665	0.034515
74	0.01178515208	0.00089537931	0.00115122597	0.00314541914	0.00314541914	0.00089537931	0.010355	0.004937	0.004441	0.005698	0.007538	0.009554	0.010355	0.004937	0.004441	0.005698	0.007538	0.009554	0.010355	0.004937	0.004441	0.005698	0.007538	0.009554	1	4	1.7595996726607e-05	0.003502995825	0.00502312808968506	1.19747737470379	0.024142	0.005951	0.004081	0.007335	0.010501	0.003914	0.027528	0.006050	0.006158	0.005897	0.012626	0.007668	0.013040	0.002134	0.001673	0.001833	0.003463	0.000257	0.049187	0.023991	0.021758	0.025933	0.033879	0.025093
39	0.00082829653	0.01460840690	0.00007217060	0.00007217060	0.00084794711	0.00007217060	0.011051	0.003832	0.012866	0.004011	0.013243	0.005420	0.011051	0.003832	0.012866	0.004011	0.013243	0.005420	0.011051	0.003832	0.012866	0.004011	0.013243	0.005420	1	4	3.38889748580551e-05	0.00275019372333333	0.0123223955354609	2.11673226265218	0.016997	0.010667	0.001104	0.004297	0.013986	0.012038	0.026381	0.005186	0.002639	0.002681	0.017255	0.010374	0.000000	0.018757	0.000610	0.000424	0.001156	0.000000	0.048131	0.022204	0.014225	0.017465	0.039673	0.029217
91	0.01217309810	0.00779186458	0.01217309810	0.00387411331	0.00779186458	0.01007179755	0.011631	0.002796	0.006629	0.002975	0.007170	0.005291	0.011631	0.002796	0.006629	0.002975	0.007170	0.005291	0.011631	0.002796	0.006629	0.002975	0.007170	0.005291	1	4	1.00954360793518e-05	0.00897930603666667	0.00112430025640372	0.35385046286976	0.032408	0.010298	0.004979	0.004626	0.015511	0.009130	0.026381	0.006915	0.007917	0.005093	0.014730	0.012629	0.019912	0.016032	0.015605	0.012146	0.009711	0.021787	0.048131	0.025655	0.024688	0.024094	0.036622	0.032264
6	0.01854560946	0.00180388310	0.00180388310	0.00160759213	0.01188373695	0.00301723831	0.007423	0.007527	0.010441	0.003024	0.006034	0.009110	0.007423	0.007527	0.010441	0.003024	0.006034	0.009110	0.007423	0.007527	0.010441	0.003024	0.006034	0.009110	1	5	5.08469190717527e-05	0.006443657175	0.00789100315097889	1.10662351696077	0.024320	0.004432	0.006109	0.003689	0.020763	0.007298	0.022940	0.006050	0.008797	0.004825	0.015572	0.011727	0.030801	0.000720	0.002349	0.003858	0.016748	0.001629	0.044826	0.023991	0.026033	0.023449	0.037665	0.031079
8	0.00598093922	0.00675019883	0.00918368883	0.00216156033	0.01106346471	0.00216156033	0.013444	0.005318	0.004519	0.004348	0.008333	0.010078	0.013444	0.005318	0.004519	0.004348	0.008333	0.010078	0.013444	0.005318	0.004519	0.004348	0.008333	0.010078	1	5	1.31045340519868e-05	0.00621690204166667	0.00210788813530568	0.582286561885406	0.030200	0.011498	0.003157	0.001828	0.018412	0.007727	0.036704	0.011236	0.006158	0.002949	0.018097	0.008119	0.009467	0.006350	0.010049	0.001270	0.023875	0.009160	0.056986	0.032755	0.021758	0.018319	0.040642	0.025824
42	0.00155702548	0.00084882115	0.00084882115	0.00155702548	0.00155702548	0.01345994120	0.018355	0.001378	0.009831	0.002227	0.009413	0.006447	0.018355	0.001378	0.009831	0.002227	0.009413	0.006447	0.018355	0.001378	0.009831	0.002227	0.009413	0.006447	1	3	2.48709408660493e-05	0.00330477665666667	0.00752575542915361	1.50905126285992	0.021923	0.001081	0.006776	0.005554	0.012900	0.015612	0.026381	0.001729	0.007037	0.004557	0.013468	0.016689	0.001019	0.000104	0.003957	0.003760	0.004452	0.022678	0.048131	0.012804	0.023269	0.022786	0.035001	0.037145
1	0.00039486799	0.00004026328	0.00075634633	0.00026484752	0.01712722225	0.00662795618	0.022304	0.004617	0.005348	0.005913	0.008556	0.002350	0.022304	0.004617	0.005348	0.005913	0.008556	0.002350	0.022304	0.004617	0.005348	0.005913	0.008556	0.002350	1	6	4.64269278181232e-05	0.00420191725833333	0.01104898668008	1.62157663054364	0.020004	0.005228	0.008290	0.003706	0.023688	0.004719	0.025234	0.005186	0.007917	0.004557	0.017255	0.007217	0.000463	0.000000	0.000000	0.000000	0.018579	0.016589	0.047053	0.022204	0.024688	0.022786	0.039673	0.024339
24	0.00429828713	0.00159544820	0.01094324158	0.00159544820	0.00429828713	0.00145416697	0.017229	0.004558	0.002600	0.005182	0.010954	0.012183	0.017229	0.004558	0.002600	0.005182	0.010954	0.012183	0.017229	0.004558	0.002600	0.005182	0.010954	0.012183	1	4	1.32851723752224e-05	0.00403081320166667	0.00329590375702085	0.904255011987421	0.022944	0.003419	0.004620	0.002031	0.013180	0.009146	0.024087	0.006050	0.005278	0.005629	0.012205	0.012629	0.001482	0.000202	0.019481	0.001560	0.006892	0.002164	0.045952	0.023991	0.020137	0.025335	0.033305	0.032264
126	0.01063402134	0.01063402134	0.00009895563	0.00009895563	0.00009895563	0.01063402134	0.012952	0.002522	0.007067	0.003599	0.012924	0.004817	0.012952	0.002522	0.007067	0.003599	0.012924	0.004817	0.012952	0.002522	0.007067	0.003599	0.012924	0.004817	1	2	3.32962828542053e-05	0.005366488485	0.00620448230668389	1.07524560059988	0.025318	0.004762	0.007469	0.005442	0.009595	0.007351	0.027528	0.003457	0.006158	0.004825	0.010101	0.010374	0.008427	0.005371	0.001559	0.000000	0.000346	0.028669	0.049187	0.018119	0.021758	0.023449	0.030275	0.029217
7	0.01587945144	0.00469623443	0.00097002589	0.00374367784	0.00414303589	0.00414303589	0.011137	0.001906	0.009606	0.006669	0.009541	0.006126	0.011137	0.001906	0.009606	0.006669	0.009541	0.006126	0.011137	0.001906	0.009606	0.006669	0.009541	0.006126	1	5	2.71223789624314e-05	0.00559591023	0.00484682166933751	0.930664506078442	0.029801	0.004950	0.003106	0.008210	0.008563	0.007584	0.027528	0.003457	0.006158	0.008042	0.013888	0.009472	0.027712	0.006238	0.005151	0.010942	0.002701	0.006649	0.049187	0.018119	0.021758	0.030305	0.035549	0.027908
15	0.02544669376	0.00860778077	0.00205475366	0.00205475366	0.02426125071	0.00860778077	0.011046	0.007551	0.002188	0.007122	0.007186	0.007147	0.011046	0.007551	0.002188	0.007122	0.007186	0.007147	0.011046	0.007551	0.002188	0.007122	0.007186	0.007147	1	4	0.000110365230062807	0.011838835555	0.00932230450791215	0.887374916565077	0.030821	0.006008	0.003465	0.002967	0.022092	0.006959	0.026381	0.005186	0.003519	0.004557	0.015572	0.010825	0.037994	0.006344	0.005956	0.000303	0.033328	0.014346	0.048131	0.022204	0.016431	0.022786	0.037665	0.029850
130	0.00071749888	0.00277542030	0.00071749888	0.00071749888	0.00558898390	0.00558898390	0.021915	0.008081	0.010036	0.005412	0.013153	0.011063	0.021915	0.008081	0.010036	0.005412	0.013153	0.011063	0.021915	0.008081	0.010036	0.005412	0.013153	0.011063	1	3	5.69751999252269e-06	0.00268431412333333	0.00212252356868265	0.889220758329093	0.027770	0.005120	0.002233	0.004208	0.015456	0.007838	0.022940	0.004322	0.006158	0.005897	0.014730	0.008119	0.006103	0.003429	0.002251	0.001131	0.007874	0.014117	0.044826	0.020264	0.021758	0.025933	0.036622	0.025824
18	0.01048257699	0.00649551213	0.01157413312	0.00649551213	0.01048257699	0.01157413312	0.014901	0.008466	0.005294	0.001320	0.006391	0.007106	0.014901	0.008466	0.005294	0.001320	0.006391	0.007106	0.014901	0.008466	0.005294	0.001320	0.006391	0.007106	1	3	5.71740961904748e-06	0.00951740741333333	0.000600731834915223	0.251235492724762	0.031554	0.008386	0.009368	0.004874	0.009889	0.014484	0.033263	0.005186	0.010556	0.003753	0.010942	0.016689	0.013106	0.011893	0.013185	0.012281	0.008424	0.014008	0.054181	0.022204	0.028537	0.020672	0.031521	0.037145
86	0.00694734447	0.00341703505	0.00341703505	0.00694734447	0.00694734447	0.00694734447	0.018182	0.002391	0.004974	0.002969	0.013708	0.005511	0.018182	0.002391	0.004974	0.002969	0.013708	0.005511	0.018182	0.002391	0.004974	0.002969	0.013708	0.005511	1	2	3.32348922691754e-06	0.00577057466333333	0.000575937306215834	0.315920692786396	0.026361	0.006099	0.004055	0.007684	0.023004	0.005884	0.028675	0.004322	0.004398	0.006701	0.022727	0.008570	0.018752	0.010848	0.009793	0.014160	0.013048	0.018276	0.050222	0.020264	0.018377	0.027652	0.045621	0.026537
8	0.01248865394	0.00035501184	0.01287300692	0.00127108019	0.01297388740	0.00127108019	0.012331	0.003887	0.002854	0.002608	0.006470	0.007407	0.012331	0.003887	0.002854	0.002608	0.006470	0.007407	0.012331	0.003887	0.002854	0.002608	0.006470	0.007407	1	5	4.200073108101e-05	0.00687212008	0.00611175744778458	0.943056440638749	0.032253	0.004238	0.007828	0.004009	0.024118	0.010873	0.035557	0.007779	0.007917	0.006165	0.016414	0.009472	0.026099	0.000069	0.025915	0.004209	0.040787	0.000606	0.056066	0.027220	0.024688	0.026518	0.038682	0.027908
131	0.00556513578	0.00309593941	0.00309593941	0.00556513578	0.01321876079	0.01321876079	0.015932	0.003065	0.009184	0.003847	0.008743	0.003441	0.015932	0.003065	0.009184	0.003847	0.008743	0.003441	0.015932	0.003065	0.009184	0.003847	0.008743	0.003441	1	3	2.22861892264938e-05	0.00729327866	0.00305571612788121	0.647284339169208	0.032630	0.009973	0.007982	0.005098	0.015056	0.009575	0.032116	0.006915	0.007917	0.005361	0.011784	0.011727	0.011987	0.010936	0.000000	0.006027	0.023837	0.038006	0.053217	0.025655	0.024688	0.024722	0.032721	0.031079
16	0.00667782816	0.00667782816	0.00806777369	0.00227395607	0.01236866012	0.00343910061	0.009247	0.002644	0.002919	0.002937	0.003993	0.008391	0.009247	0.002644	0.002919	0.002937	0.003993	0.008391	0.009247	0.002644	0.002919	0.002937	0.003993	0.008391	1	5	1.28296710293658e-05	0.006584191135	0.00194855689428066	0.544008055464628	0.018040	0.003630	0.007392	0.001849	0.021788	0.006641	0.024087	0.003457	0.007917	0.002144	0.013047	0.010825	0.003953	0.001341	0.011378	0.001682	0.041525	0.006833	0.045952	0.018119	0.024688	0.015618	0.034445	0.029850
2	0.00298684322	0.00298684322	0.00298684322	0.00298684322	0.00298684322	0.00298684322	0.006305	0.002221	0.005758	0.006594	0.004766	0.011960	0.006305	0.002221	0.005758	0.006594	0.004766	0.011960	0.006305	0.002221	0.005758	0.006594	0.004766	0.011960	1	1	0	0.00298684322	0	0	0.029146	0.004238	0.006904	0.003688	0.008816	0.009485	0.025234	0.002593	0.007917	0.006969	0.010942	0.011727	0.009607	0.007311	0.002370	0.001010	0.003443	0.005724	0.047053	0.015686	0.024688	0.028203	0.031521	0.031079
16	0.00669159666	0.00669159666	0.00199828797	0.00179966244	0.01358823921	0.00544404605	0.021179	0.004602	0.005943	0.003551	0.003879	0.006056	0.021179	0.004602	0.005943	0.003551	0.003879	0.006056	0.021179	0.004602	0.005943	0.003551	0.003879	0.006056	1	5	1.8499202756596e-05	0.00603557149833333	0.00306502917937503	0.712620164643448	0.034527	0.009148	0.011062	0.003081	0.017417	0.009633	0.040145	0.008643	0.007037	0.003485	0.013888	0.007217	0.010990	0.004773	0.008056	0.001438	0.026404	0.005219	0.059672	0.028702	0.023269	0.019919	0.035549	0.024339
103	0.01414182625	0.00191326732	0.01222089188	0.00671280558	0.01414182625	0.01414182625	0.017561	0.007898	0.006007	0.005067	0.005861	0.009759	0.017561	0.007898	0.006007	0.005067	0.005861	0.009759	0.017561	0.007898	0.006007	0.005067	0.005861	0.009759	1	4	2.61625225896073e-05	0.010545407255	0.00248093999188154	0.485038767497242	0.035049	0.005439	0.005801	0.007563	0.019054	0.012806	0.033263	0.005186	0.009677	0.006969	0.013888	0.015336	0.023373	0.003549	0.013960	0.008762	0.033509	0.030421	0.054181	0.022204	0.027313	0.028203	0.035549	0.035589
21	0.00605531603	0.00493443378	0.00415206100	0.00605531603	0.00321158050	0.01123025009	0.011163	0.002775	0.005978	0.005540	0.012185	0.008720	0.011163	0.002775	0.005978	0.005540	0.012185	0.008720	0.011163	0.002775	0.005978	0.005540	0.012185	0.008720	1	5	7.93310073312851e-06	0.00593982623833333	0.00133557791336241	0.47418492604894	0.021968	0.008773	0.006622	0.005949	0.014735	0.008685	0.025234	0.006915	0.006158	0.006433	0.015572	0.011727	0.013901	0.010097	0.003166	0.009598	0.002949	0.026152	0.047053	0.025655	0.021758	0.027091	0.037665	0.031079
156	0.00231210675	0.00231210675	0.00379376729	0.00017487005	0.00379376729	0.00379376729	0.011793	0.004343	0.008262	0.004907	0.006599	0.005361	0.011793	0.004343	0.008262	0.004907	0.006599	0.005361	0.011793	0.004343	0.008262	0.004907	0.006599	0.005361	1	3	2.05322402864838e-06	0.00269673090333333	0.000761375199175587	0.531349843574896	0.016309	0.004864	0.004594	0.001965	0.008205	0.008500	0.022940	0.003457	0.007037	0.002681	0.011363	0.010374	0.001984	0.004979	0.000858	0.000180	0.002877	0.010458	0.044826	0.018119	0.023269	0.017465	0.032126	0.029217
