divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,2,3,2,4	0.018	0.020510620675	0:0.01492972298[&age_median=0.01492972298,age_mean=0.0165399911083,age_n=18,age_range={0.00290495912,0.0350777105},age_hpdi_95={0.00290495912,0.0350777105},age_qi_95={0.003032589255,0.0348421156217}],1:0.00269766755[&age_median=0.00269766755,age_mean=0.00421228734278,age_n=18,age_range={5.142845e-05,0.01668888288},age_hpdi_95={5.142845e-05,0.01668888288},age_qi_95={0.0001177888,0.0146279133927}],2:0.00629062995[&age_median=0.00629062995,age_mean=0.00666971381167,age_n=18,age_range={0.00014126591,0.01636280206},age_hpdi_95={0.00014126591,0.01636280206},age_qi_95={0.0007703853605,0.0157575188067}],3:0.003249903185[&age_median=0.003249903185,age_mean=0.00434757569556,age_n=18,age_range={0.00016036967,0.01284679776},age_hpdi_95={0.00016036967,0.01284679776},age_qi_95={0.00031245090075,0.0119872031597}],4:0.00707769211[&age_median=0.00707769211,age_mean=0.00656487725111,age_n=18,age_range={0.00019437136,0.01332352392},age_hpdi_95={0.00019437136,0.01332352392},age_qi_95={0.00058870165575,0.0128456302475}]
0,1,2,3,1,4	0.017	0.0195245152581	0:0.01525106252[&age_median=0.01525106252,age_mean=0.0177076610841,age_n=17,age_range={0.00134742575,0.04308200793},age_hpdi_95={0.00134742575,0.04308200793},age_qi_95={0.001593477626,0.039532600262}],1:0.00467506113[&age_median=0.00467506113,age_mean=0.00560835605,age_n=17,age_range={0.00026265804,0.01867270174},age_hpdi_95={0.00026265804,0.01867270174},age_qi_95={0.000454854448,0.015574689964}],2:0.00340807237[&age_median=0.00340807237,age_mean=0.00390664534706,age_n=17,age_range={9.884805e-05,0.01129087436},age_hpdi_95={9.884805e-05,0.01129087436},age_qi_95={0.00037582059,0.01042539922}],3:0.00302541184[&age_median=0.00302541184,age_mean=0.00409710291706,age_n=17,age_range={0.0002593889,0.01216817688},age_hpdi_95={0.0002593889,0.01216817688},age_qi_95={0.0003397122,0.011537446544}],4:0.00748726977[&age_median=0.00748726977,age_mean=0.00778734084647,age_n=17,age_range={0.00162110171,0.0174045071},age_hpdi_95={0.00162110171,0.0174045071},age_qi_95={0.001631707286,0.017044770008}]
0,1,2,3,4,0	0.013	0.0155140206336	0:0.00899627252[&age_median=0.00899627252,age_mean=0.00969600888846,age_n=13,age_range={0.00243187304,0.0221186592},age_hpdi_95={0.00243187304,0.0221186592},age_qi_95={0.002736071396,0.020059808616}],1:0.00097057185[&age_median=0.00097057185,age_mean=0.00255259641308,age_n=13,age_range={8.136726e-05,0.0090965566},age_hpdi_95={8.136726e-05,0.0090965566},age_qi_95={0.000100635462,0.008069044486}],2:0.00453063799[&age_median=0.00453063799,age_mean=0.00701801821077,age_n=13,age_range={0.00027787423,0.02013714117},age_hpdi_95={0.00027787423,0.02013714117},age_qi_95={0.000628365862,0.018917057268}],3:0.00543065942[&age_median=0.00543065942,age_mean=0.00587651671692,age_n=13,age_range={0.00019145546,0.01435454891},age_hpdi_95={0.00019145546,0.01435454891},age_qi_95={0.000362059736,0.013444218206}],4:0.00970712474[&age_median=0.00970712474,age_mean=0.00958536691846,age_n=13,age_range={9.205942e-05,0.01990498143},age_hpdi_95={9.205942e-05,0.01990498143},age_qi_95={0.00060878284,0.019396432227}]
0,1,2,3,3,4	0.013	0.0177279948672	0:0.01773936807[&age_median=0.01773936807,age_mean=0.0186215081885,age_n=13,age_range={0.00427501523,0.0457106743},age_hpdi_95={0.00427501523,0.0457106743},age_qi_95={0.004475906966,0.042714651355}],1:0.00481421274[&age_median=0.00481421274,age_mean=0.00548819117923,age_n=13,age_range={3.33669e-05,0.01755637503},age_hpdi_95={3.33669e-05,0.01755637503},age_qi_95={4.5540951e-05,0.016845863541}],2:0.00604254275[&age_median=0.00604254275,age_mean=0.00712320435769,age_n=13,age_range={0.00041147024,0.01602306318},age_hpdi_95={0.00041147024,0.01602306318},age_qi_95={0.000501636965,0.015624450279}],3:0.00413298344[&age_median=0.00413298344,age_mean=0.00495080105154,age_n=13,age_range={0.00010505022,0.01711632256},age_hpdi_95={0.00010505022,0.01711632256},age_qi_95={0.000362484603,0.01499589976}],4:0.00794327276[&age_median=0.00794327276,age_mean=0.01007044317,age_n=13,age_range={0.00293910305,0.02094487186},age_hpdi_95={0.00293910305,0.02094487186},age_qi_95={0.002975212799,0.019937575573}]
0,1,2,2,3,1	0.011	0.0167977237931	0:0.01560286911[&age_median=0.01560286911,age_mean=0.0165797899809,age_n=11,age_range={0.00574652467,0.02788493316},age_hpdi_95={0.00574652467,0.02788493316},age_qi_95={0.0058481494825,0.02764694182}],1:0.00229224566[&age_median=0.00229224566,age_mean=0.00393408322818,age_n=11,age_range={0.00019410901,0.00906704832},age_hpdi_95={0.00019410901,0.00906704832},age_qi_95={0.0001980589225,0.0089522314325}],2:0.00312137998[&age_median=0.00312137998,age_mean=0.00400157498273,age_n=11,age_range={6.71994e-05,0.01630028466},age_hpdi_95={6.71994e-05,0.01630028466},age_qi_95={0.000111098865,0.0140268838525}],3:0.01310385522[&age_median=0.01310385522,age_mean=0.0147094654936,age_n=11,age_range={0.00763658404,0.0258547275},age_hpdi_95={0.00763658404,0.0258547275},age_qi_95={0.0076889589225,0.02573376395}]
0,0,1,2,3,4	0.011	0.0133271291853	0:0.00667782816[&age_median=0.00667782816,age_mean=0.00665061809909,age_n=11,age_range={0.00031351534,0.01920850684},age_hpdi_95={0.00031351534,0.01920850684},age_qi_95={0.00049807728,0.017162969455}],1:0.0050154416[&age_median=0.0050154416,age_mean=0.00595402714818,age_n=11,age_range={0.00126822019,0.01492404464},age_hpdi_95={0.00126822019,0.01492404464},age_qi_95={0.0013031778275,0.014103385}],2:0.00227395607[&age_median=0.00227395607,age_mean=0.00362414505455,age_n=11,age_range={9.365474e-05,0.01522071663},age_hpdi_95={9.365474e-05,0.01522071663},age_qi_95={0.00015990894,0.01281876448}],3:0.0134287624[&age_median=0.0134287624,age_mean=0.0133799405391,age_n=11,age_range={0.00056342766,0.02461207266},age_hpdi_95={0.00056342766,0.02461207266},age_qi_95={0.0016547834775,0.0244290962125}],4:0.00798809404[&age_median=0.00798809404,age_mean=0.00929987416455,age_n=11,age_range={0.00195568497,0.02692376445},age_hpdi_95={0.00195568497,0.02692376445},age_qi_95={0.00232653888,0.02401930468}]
0,1,1,1,0,0	0.01	0.0152423583953	0:0.01144457908[&age_median=0.01144457908,age_mean=0.010661378949,age_n=10,age_range={0.00226306675,0.02117255199},age_hpdi_95={0.00226306675,0.02117255199},age_qi_95={0.00248949647875,0.0198357128857}],1:0.002314866885[&age_median=0.002314866885,age_mean=0.00297368902,age_n=10,age_range={0.00109955494,0.00604607633},age_hpdi_95={0.00109955494,0.00604607633},age_qi_95={0.00111120005125,0.00570347245925}]
0,1,2,1,0,2	0.01	0.0144874474863	0:0.010785901295[&age_median=0.010785901295,age_mean=0.011003780257,age_n=10,age_range={0.00499786265,0.01784098728},age_hpdi_95={0.00499786265,0.01784098728},age_qi_95={0.00538004968175,0.0169529877855}],1:0.00066967569[&age_median=0.00066967569,age_mean=0.001741169298,age_n=10,age_range={0.00014069623,0.00649551213},age_hpdi_95={0.00014069623,0.00649551213},age_qi_95={0.0001684153705,0.0058962019275}],2:0.005949673695[&age_median=0.005949673695,age_mean=0.0072216745,age_n=10,age_range={0.00214556057,0.01586513073},age_hpdi_95={0.00214556057,0.01586513073},age_qi_95={0.00226202819975,0.0148996562678}]
0,1,2,2,2,3	0.009	0.0137998958794	0:0.00998341038[&age_median=0.00998341038,age_mean=0.0111812261922,age_n=9,age_range={0.00179098852,0.03347887188},age_hpdi_95={0.00179098852,0.03347887188},age_qi_95={0.00252522892,0.029220643038}],1:0.00342818099[&age_median=0.00342818099,age_mean=0.00353408456444,age_n=9,age_range={1.719105e-05,0.00860401199},age_hpdi_95={1.719105e-05,0.00860401199},age_qi_95={0.000189237294,0.00802143678}],2:0.00211358798[&age_median=0.00211358798,age_mean=0.00291151924111,age_n=9,age_range={0.00055431113,0.007512702},age_hpdi_95={0.00055431113,0.007512702},age_qi_95={0.0006425808,0.007222266994}],3:0.00696233491[&age_median=0.00696233491,age_mean=0.0100031345522,age_n=9,age_range={0.00333435359,0.02084775387},age_hpdi_95={0.00333435359,0.02084775387},age_qi_95={0.003405696546,0.02031889888}]
0,1,2,1,3,1	0.009	0.0110213203212	0:0.01741497364[&age_median=0.01741497364,age_mean=0.0159394095278,age_n=9,age_range={0.0038827474,0.03035479036},age_hpdi_95={0.0038827474,0.03035479036},age_qi_95={0.00434503866,0.029018870454}],1:0.00239520339[&age_median=0.00239520339,age_mean=0.00202745300111,age_n=9,age_range={6.337276e-05,0.00514813364},age_hpdi_95={6.337276e-05,0.00514813364},age_qi_95={8.4314588e-05,0.004841929786}],2:0.00788512535[&age_median=0.00788512535,age_mean=0.00837762960667,age_n=9,age_range={0.00159253308,0.0179370915},age_hpdi_95={0.00159253308,0.0179370915},age_qi_95={0.001790027338,0.017149648682}],3:0.00880482402[&age_median=0.00880482402,age_mean=0.00793005398444,age_n=9,age_range={0.00143987417,0.01466541347},age_hpdi_95={0.00143987417,0.01466541347},age_qi_95={0.001731870428,0.01443422745}]
0,1,2,0,3,4	0.009	0.0127032690578	0:0.00605531603[&age_median=0.00605531603,age_mean=0.00723546702556,age_n=9,age_range={0.0009002727,0.01943551482},age_hpdi_95={0.0009002727,0.01943551482},age_qi_95={0.00107688957,0.01825910653}],1:0.00496140907[&age_median=0.00496140907,age_mean=0.00480571627889,age_n=9,age_range={5.375996e-05,0.00807876331},age_hpdi_95={5.375996e-05,0.00807876331},age_qi_95={0.00040216483,0.007944611228}],2:0.004152061[&age_median=0.004152061,age_mean=0.00404742397444,age_n=9,age_range={0.00152595127,0.00928363805},age_hpdi_95={0.00152595127,0.00928363805},age_qi_95={0.001539765328,0.008442768712}],3:0.00989815447[&age_median=0.00989815447,age_mean=0.0108279936578,age_n=9,age_range={0.0032115805,0.01825399085},age_hpdi_95={0.0032115805,0.01825399085},age_qi_95={0.00339876383,0.018175266434}],4:0.00868727588[&age_median=0.00868727588,age_mean=0.00746287826333,age_n=9,age_range={0.00060498815,0.01416125776},age_hpdi_95={0.00060498815,0.01416125776},age_qi_95={0.000966702022,0.013575056226}]
0,1,0,2,3,4	0.009	0.0121847675705	0:0.00859480254[&age_median=0.00859480254,age_mean=0.00888737990667,age_n=9,age_range={0.00056254721,0.01978088663},age_hpdi_95={0.00056254721,0.01978088663},age_qi_95={0.000630995584,0.01913117717}],1:0.00352749465[&age_median=0.00352749465,age_mean=0.00620698988222,age_n=9,age_range={0.00081498053,0.01700346664},age_hpdi_95={0.00081498053,0.01700346664},age_qi_95={0.000891361012,0.01674598994}],2:0.00339834959[&age_median=0.00339834959,age_mean=0.00519375847111,age_n=9,age_range={0.00099877778,0.01205948109},age_hpdi_95={0.00099877778,0.01205948109},age_qi_95={0.001088954688,0.011513555564}],3:0.01067471036[&age_median=0.01067471036,age_mean=0.0118712942333,age_n=9,age_range={0.00213527854,0.03367869412},age_hpdi_95={0.00213527854,0.03367869412},age_qi_95={0.00219954895,0.03038040506}],4:0.01058897648[&age_median=0.01058897648,age_mean=0.0106249907611,age_n=9,age_range={0.00190025443,0.02227231384},age_hpdi_95={0.00190025443,0.02227231384},age_qi_95={0.001975898544,0.022029161636}]
0,1,1,2,3,3	0.009	0.0117144866519	0:0.00893771488[&age_median=0.00893771488,age_mean=0.0101319915444,age_n=9,age_range={0.00170644727,0.0198318333},age_hpdi_95={0.00170644727,0.0198318333},age_qi_95={0.001900131082,0.019626326118}],1:0.00361399593[&age_median=0.00361399593,age_mean=0.00464249085556,age_n=9,age_range={0.00201172755,0.00910704034},age_hpdi_95={0.00201172755,0.00910704034},age_qi_95={0.002135769174,0.008824043818}],2:0.00270114177[&age_median=0.00270114177,age_mean=0.00400523800556,age_n=9,age_range={9.668981e-05,0.01610482215},age_hpdi_95={9.668981e-05,0.01610482215},age_qi_95={0.000140372966,0.013998176562}],3:0.00968346865[&age_median=0.00968346865,age_mean=0.0101859391633,age_n=9,age_range={0.00124601151,0.01698003953},age_hpdi_95={0.00124601151,0.01698003953},age_qi_95={0.001826712778,0.016756589094}]
0,1,2,1,0,3	0.007	0.00943303143485	0:0.00908999059[&age_median=0.00908999059,age_mean=0.0117098798929,age_n=7,age_range={0.00313578568,0.02367577507},age_hpdi_95={0.00313578568,0.02367577507},age_qi_95={0.0033101608975,0.023163384691}],1:0.00393787767[&age_median=0.00393787767,age_mean=0.00363822299571,age_n=7,age_range={0.00089889391,0.00655276351},age_hpdi_95={0.00089889391,0.00655276351},age_qi_95={0.0010033770535,0.006409447066}],2:0.00633564311[&age_median=0.00633564311,age_mean=0.00730677491571,age_n=7,age_range={0.00129940236,0.0145345408},age_hpdi_95={0.00129940236,0.0145345408},age_qi_95={0.001761009459,0.013995845917}],3:0.00355624692[&age_median=0.00355624692,age_mean=0.00600996133286,age_n=7,age_range={0.00030479961,0.02331153299},age_hpdi_95={0.00030479961,0.02331153299},age_qi_95={0.000477204714,0.0208987746545}]
0,1,2,1,3,2	0.007	0.010955821005	0:0.01178531828[&age_median=0.01178531828,age_mean=0.0151377619471,age_n=7,age_range={0.00087068163,0.03236523222},age_hpdi_95={0.00087068163,0.03236523222},age_qi_95={0.0021325364895,0.0305487249105}],1:0.00117379224[&age_median=0.00117379224,age_mean=0.00220952105714,age_n=7,age_range={0.00027333945,0.00763325644},age_hpdi_95={0.00027333945,0.00763325644},age_qi_95={0.0003045831135,0.007083689419}],2:0.00654074712[&age_median=0.00654074712,age_mean=0.00644078691429,age_n=7,age_range={0.0024433597,0.01188685849},age_hpdi_95={0.0024433597,0.01188685849},age_qi_95={0.0026877220285,0.0112497731755}],3:0.00557291804[&age_median=0.00557291804,age_mean=0.00664985455714,age_n=7,age_range={0.00072577987,0.02057774579},age_hpdi_95={0.00072577987,0.02057774579},age_qi_95={0.000984882343,0.018748883252}]
0,1,2,1,1,1	0.007	0.0105874221173	0:0.01544792755[&age_median=0.01544792755,age_mean=0.0127367944,age_n=7,age_range={0.001366662,0.02402089779},age_hpdi_95={0.001366662,0.02402089779},age_qi_95={0.002147965599,0.0231330837705}],1:0.0025794145[&age_median=0.0025794145,age_mean=0.00319880840714,age_n=7,age_range={0.00031274709,0.00858577838},age_hpdi_95={0.00031274709,0.00858577838},age_qi_95={0.0003483531825,0.0080293594055}],2:0.0048422497[&age_median=0.0048422497,age_mean=0.00586749557,age_n=7,age_range={9.29898e-05,0.01539333991},age_hpdi_95={9.29898e-05,0.01539333991},age_qi_95={0.0006173993565,0.014124252502}]
0,1,1,1,0,1	0.007	0.0102440704602	0:0.01284036856[&age_median=0.01284036856,age_mean=0.01276075532,age_n=7,age_range={0.00393163493,0.02134205071},age_hpdi_95={0.00393163493,0.02134205071},age_qi_95={0.004376520539,0.021268644388}],1:0.00214771348[&age_median=0.00214771348,age_mean=0.00252496349,age_n=7,age_range={9.700213e-05,0.00782679536},age_hpdi_95={9.700213e-05,0.00782679536},age_qi_95={0.000160153915,0.0070838807255}]
0,1,0,1,2,3	0.007	0.00828922528895	0:0.00995790633[&age_median=0.00995790633,age_mean=0.0100011625414,age_n=7,age_range={0.00751090474,0.01235847174},age_hpdi_95={0.00751090474,0.01235847174},age_qi_95={0.007565173255,0.012326571048}],1:0.00011390613[&age_median=0.00011390613,age_mean=0.00159871101571,age_n=7,age_range={2.12154e-05,0.00662231561},age_hpdi_95={2.12154e-05,0.00662231561},age_qi_95={2.4202017e-05,0.0061403662385}],2:0.01626586436[&age_median=0.01626586436,age_mean=0.0115135723714,age_n=7,age_range={0.00089779769,0.01783234938},age_hpdi_95={0.00089779769,0.01783234938},age_qi_95={0.0010141095305,0.017827076145}],3:0.00513925673[&age_median=0.00513925673,age_mean=0.00681159905714,age_n=7,age_range={0.00265074133,0.01810554169},age_hpdi_95={0.00265074133,0.01810554169},age_qi_95={0.0027518685325,0.0167547880225}]
0,1,2,2,0,1	0.007	0.0096644275861	0:0.01061726765[&age_median=0.01061726765,age_mean=0.0118603090414,age_n=7,age_range={0.00645524257,0.01906459046},age_hpdi_95={0.00645524257,0.01906459046},age_qi_95={0.006837111178,0.018451325459}],1:0.00427320457[&age_median=0.00427320457,age_mean=0.00642925225,age_n=7,age_range={0.00044020556,0.01749106366},age_hpdi_95={0.00044020556,0.01749106366},age_qi_95={0.0004795758335,0.016837143169}],2:0.00201200252[&age_median=0.00201200252,age_mean=0.00302153385,age_n=7,age_range={0.00106259074,0.00751346997},age_hpdi_95={0.00106259074,0.00751346997},age_qi_95={0.001079518801,0.007263593061}]
